iter	RMSE
467	0.01384095074
468	0.01373500559
469	0.01372832044
470	0.01365069387
471	0.01357421755
472	0.01350051071
473	0.01343327346
474	0.01336416824
475	0.01329013424
476	0.01321736545
477	0.0132118052
478	0.0132059945
479	0.01320087158
480	0.01314830077
481	0.01310303249
482	0.01303217536
483	0.01302149106
484	0.01294061836
485	0.01287785868
486	0.01286586151
487	0.01280169192
488	0.01279499226
489	0.01271676925
490	0.01265344402
491	0.01262317125
492	0.01261799117
493	0.01254740906
494	0.01250781583
495	0.01246981911
496	0.01241946631
497	0.01241432892
498	0.01236876689
499	0.01227926587
500	0.0121834343
501	0.01210436425
502	0.01209407693
503	0.01198880062
504	0.01193279266
505	0.01189678484
506	0.01182527962
507	0.01182021543
508	0.01177585939
509	0.01171863883
510	0.01171120363
511	0.01165526253
512	0.01159366802
513	0.01152380055
514	0.0115183587
515	0.01146514636
516	0.01139594202
517	0.01134142875
518	0.01133638804
519	0.01130845283
520	0.01124835329
521	0.01120546717
522	0.01120002998
523	0.01119419145
524	0.01114585087
525	0.01109303734
526	0.01108555843
527	0.01108106642
528	0.01102750189
529	0.01102280999
530	0.01098896888
531	0.01098465611
532	0.01098038303
533	0.01091237428
534	0.01090535899
535	0.01086124913
536	0.01083574873
537	0.01083125203
538	0.01078407045
539	0.01076281627
540	0.01071883999
541	0.01069554292
542	0.01069119498
543	0.01064490087
544	0.01060307741
545	0.01055378514
546	0.0105138965
547	0.01045210854
548	0.01044804491
549	0.01040046034
550	0.01039424738
551	0.01033757409
552	0.01028183279
553	0.01021622729
554	0.01016581923
555	0.01015826889
556	0.01013918564
557	0.01013232776
558	0.01008904006
559	0.01004623103
560	0.01001224061
561	0.01000121114
562	0.009994795657
563	0.009944489899
564	0.009906398836
565	0.009861199273
566	0.009856251172
567	0.009852497737
568	0.009847600935
569	0.009801257148
570	0.009774520943
571	0.009713378483
572	0.009669256405
573	0.009649021906
574	0.009590104543
575	0.009565971675
576	0.009562012468
577	0.0095147512
578	0.009473599529
579	0.009467531035
580	0.009434281095
581	0.009398599024
582	0.009361337743
583	0.009301631689
584	0.009273249706
585	0.00922530551
586	0.009204965542
587	0.009179803176
588	0.009175901278
589	0.009172703218
590	0.00913223797
591	0.009114215852
592	0.009103729151
593	0.009055048847
594	0.00904397239
595	0.009037810613
596	0.009007903413
597	0.00896876212
598	0.008942260404
599	0.008902341159
600	0.008855963099
601	0.008808122828
602	0.008775095624
603	0.00874285747
604	0.008716066375
605	0.008700052512
606	0.008694888339
607	0.00869188277
608	0.008688428309
609	0.00865017251
610	0.008621593593
611	0.00859927525
612	0.008566672507
613	0.008563984334
614	0.008534406435
615	0.008488042033
616	0.008464368124
617	0.008431034204
618	0.008424376365
619	0.008394979337
620	0.008363273842
621	0.00832345213
622	0.008320658945
623	0.008297436739
624	0.008278139724
625	0.008238131717
626	0.008235362211
627	0.008207295871
628	0.008164491894
629	0.008142207768
630	0.00812034307
631	0.008103386371
632	0.00807194492
633	0.00803954923
634	0.008008492456
635	0.007981231073
636	0.007956629778
637	0.007941740223
638	0.007911998903
639	0.007883765787
640	0.007844631292
641	0.007841994787
642	0.00780155498
643	0.007787068288
644	0.007777553475
645	0.007775067542
646	0.007738656353
647	0.007732884176
648	0.007695324976
649	0.00766374572
650	0.007661177711
651	0.007636344352
652	0.007622537603
653	0.007619672559
654	0.007615511706
655	0.007612377632
656	0.00759572866
657	0.007576700214
658	0.007547290721
659	0.007542475405
660	0.007514737495
661	0.007511978213
662	0.007489647486
663	0.007465084234
664	0.007461750182
665	0.007440064829
666	0.00741626229
667	0.007409643732
668	0.007387527058
669	0.007359816481
670	0.007355229225
671	0.007317322022
672	0.007300533243
673	0.007298099091
674	0.007295680249
675	0.007268091758
676	0.007242738326
677	0.007220154769
678	0.007217931582
679	0.007193669767
680	0.00716869315
681	0.007149696506
682	0.007135588107
683	0.00712683334
684	0.007089807826
685	0.007071039691
686	0.007047804482
687	0.007043397427
688	0.007017372387
689	0.006993730552
690	0.006989165879
691	0.006967902436
692	0.006960178346
693	0.006949621532
694	0.006915045364
695	0.006910269407
696	0.006876591434
697	0.006842416257
698	0.006822030155
699	0.006817387289
700	0.006796377736
701	0.006774256536
702	0.006745373015
703	0.006724110226
704	0.006705145424
705	0.006691454059
706	0.006676122193
707	0.006667657059
708	0.006662768841
709	0.006660568976
710	0.006644320727
711	0.006640262691
712	0.006634137382
713	0.006631839477
714	0.006615132772
715	0.006609875456
716	0.0066061477
717	0.006581820344
718	0.006549986676
719	0.006519859142
720	0.006517912982
721	0.006496882846
722	0.006470961295
723	0.006449186201
724	0.006430473176
725	0.006398904576
726	0.006395456635
727	0.006366021255
728	0.006353329635
729	0.006334317259
730	0.00631770415
731	0.006314245679
732	0.006284572411
733	0.00625921675
734	0.006237120343
735	0.006228393658
736	0.006212815924
737	0.006197109961
738	0.00618094388
739	0.006162757034
740	0.006158464412
741	0.006116632586
742	0.006114504445
743	0.00609411076
744	0.006083743938
745	0.006080912795
746	0.00606444719
747	0.006042819111
748	0.006028816089
749	0.006026934406
750	0.006023184599
751	0.006009534039
752	0.005995486152
753	0.005975052364
754	0.005951800019
755	0.005940230744
756	0.005927450923
757	0.005912422894
758	0.005891286244
759	0.005866707136
760	0.005852184946
761	0.005836684198
762	0.005819499166
763	0.005817754879
764	0.005801655319
765	0.005780916055
766	0.005763205788
767	0.00574048102
768	0.005729505124
769	0.00571402331
770	0.005711871869
771	0.005675041744
772	0.005656141067
773	0.005638457669
774	0.005630720049
775	0.005625233291
776	0.005620920894
777	0.005595286364
778	0.005583677624
779	0.00556705293
780	0.005549754463
781	0.005535986608
782	0.005532963388
783	0.005505474011
784	0.00550282634
785	0.005500675282
786	0.005497350947
787	0.00547986651
788	0.005455596124
789	0.005444017199
790	0.005441665065
791	0.005423038426
792	0.005421223102
793	0.005418492303
794	0.005403307312
795	0.005400644474
796	0.005376350068
797	0.005363034373
798	0.005340566361
799	0.005338430933
800	0.005335555928
801	0.005311584659
802	0.005303911056
803	0.005285055268
804	0.005277833383
805	0.005258968262
806	0.00523949836
807	0.00523797729
808	0.005218134193
809	0.005207319219
810	0.005196448781
811	0.005173427998
812	0.005156978032
813	0.005147184547
814	0.00512781639
815	0.005125589068
816	0.005109592512
817	0.005096925399
818	0.005087395712
819	0.005073789586
820	0.005052511965
821	0.005028609201
822	0.005002785301
823	0.004989618024
824	0.004979834395
825	0.004976995117
826	0.004974198306
827	0.00496609681
828	0.00496435604
829	0.004950381147
830	0.004936086536
831	0.004933407172
832	0.004920605386
833	0.004901825187
834	0.004898986721
835	0.004887589147
836	0.004885061632
837	0.004869683656
838	0.00485860192
839	0.004843686342
840	0.004842102367
841	0.004819540726
842	0.004798204835
843	0.004796780007
844	0.004778007723
845	0.004761152643
846	0.004745029024
847	0.004726301434
848	0.004712022384
849	0.004692122085
850	0.004675047312
851	0.004673188689
852	0.004655270699
853	0.004653196909
854	0.004650928885
855	0.004642824606
856	0.004630051512
857	0.004615571723
858	0.004608790938
859	0.004590641402
860	0.004579375561
861	0.004577780546
862	0.004561875781
863	0.004542608872
864	0.004529920788
865	0.004509807185
866	0.004502107181
867	0.004497787461
868	0.004487162964
869	0.004473296963
870	0.004457862601
871	0.004445146044
872	0.004434825709
873	0.004425650529
874	0.004416736459
875	0.004413171289
876	0.00440093414
877	0.004385163072
878	0.004369943304
879	0.004360226827
880	0.004342281947
881	0.004332758856
882	0.004330473146
883	0.00431559685
884	0.004313305503
885	0.004296021289
886	0.00428483117
887	0.004283644638
888	0.004275594797
889	0.004257886774
890	0.004246696319
891	0.004227838514
892	0.004216475293
893	0.004204705221
894	0.004202214153
895	0.004200158573
896	0.004184280226
897	0.004183183371
898	0.004167476045
899	0.004160788567
900	0.004142819785
901	0.004131721189
902	0.004120537991
903	0.004112290437
904	0.004100544024
905	0.004087079566
906	0.004085987128
907	0.00407020728
908	0.004065089398
909	0.004053585043
910	0.004047539938
911	0.004033891471
912	0.004020323018
913	0.004009225063
914	0.004008239749
915	0.004007028911
916	0.003996535446
917	0.003987086306
918	0.003971738291
919	0.003957808514
920	0.003950258362
921	0.003948301847
922	0.0039308407
923	0.003929162028
924	0.003927831459
925	0.003925881772
926	0.003909941671
927	0.003908053007
928	0.003897290827
929	0.003882098712
930	0.003869871576
931	0.003864178995
932	0.003857177413
933	0.003845470223
934	0.003838280452
935	0.003825542597
936	0.003824581176
937	0.003817096851
938	0.003802706606
939	0.003797222633
940	0.003792973231
941	0.003783669873
942	0.003774180994
943	0.003767686283
944	0.003757803679
945	0.003751728943
946	0.003746480457
947	0.003745460436
948	0.003737249266
949	0.003729282102
950	0.00371906854
951	0.003712404666
952	0.003711585284
953	0.003710715894
954	0.003697719494
955	0.003689687225
956	0.003677100767
957	0.003665725511
958	0.003659569187
959	0.003658713411
960	0.003657937209
961	0.003653246259
962	0.003643938924
963	0.003632520213
964	0.003621604856
965	0.003620844164
966	0.003615327575
967	0.003607705444
968	0.003597562639
969	0.003595837226
970	0.003593979095
971	0.003585510341
972	0.00358467336
973	0.003573479295
974	0.003566011044
975	0.003556373642
976	0.003552073366
977	0.003542177213
978	0.003537741854
979	0.003528160415
980	0.003526016714
981	0.003516027792
982	0.003503963647
983	0.003495117129
984	0.003494326726
985	0.003490861048
986	0.003483070295
987	0.003475148469
988	0.003473446538
989	0.003462520739
990	0.003454169143
991	0.003446318702
992	0.00344450107
993	0.003437071419
994	0.003429809349
995	0.003419459569
996	0.00340839626
997	0.003401180753
998	0.003398224856
999	0.003396573771
