Sample ID,WWTP ID,SiteID,Site Name,Sampling Date,Latitude,Longitude,City Name,Country/Region,Continent,Climate typea,Annual average,Annual mean of daily maximum,Annual mean of daily minimum,Sampling month average,Sampling moment,Annual,Sampling month,GDP per capita (dollars),City population,Year of plant build,Designed capacity (m3/d),Actual Inf rate (m3/d),Volume of aeration tanks (m3),Plant,Aeration tank,SRT (d),General type ,Detailed type,Nitrification,Denitrification,Aerator type,BOD (mg/l) Inf,BOD (mg/l) inf/(1+recycle ratio),BOD (mg/l) Aeration tank inf,BOD (mg/l) Eff,COD (mg/l) Inf,COD (mg/l) Inf/(1+recycle ratio),COD (mg/l) Aeration tank inf,COD (mg/l) Eff,F/M (kg BOD/kg MLSS-d),NH4-N (mg/l) Inf,NH4-N (mg/l) Aeration tank inf,NH4-N (mg/l) Eff,TN (mg/l) Inf,TN (mg/l) Aeration tank inf,TN (mg/l) Eff,TP (mg/l) Inf,TP (mg/l) Aeration tank inf,TP (mg/l) Eff,Contained in Inf?,Percentage,MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature (oC),Conductivity (μS/cm),NH4-N (mg/l),NO3-N (mg/l),SVI (ml/g),Unnamed: 0,Sample ID,Sampling month average,Sampling month,SRTd,COD,NH4N,TP,Gammaproteobacteria,Bacteroidia,Unclassified,Alphaproteobacteria,Others,Clostridia,Anaerolineae,Parcubacteria,Polyangia,Planctomycetes,Verrucomicrobiae,Bdellovibrionia,Chlamydiae,Oligoflexia,Phycisphaerae,Gracilibacteria,Actinobacteria,Bacilli,Microgenomatia,Babeliae,ABY1,Saccharimonadia,Acidimicrobiia,Omnitrophia,Cyanobacteriia,Acidobacteriae,Myxococcia,Nanoarchaeia,Thermoleophilia,Blastocatellia,OM190,Spirochaetia,Nitrospiria,Chloroflexia,Kiritimatiellae,Ignavibacteria,Desulfuromonadia,Campylobacteria,Gemmatimonadetes,Vicinamibacteria,Fimbriimonadia,Vampirivibrionia,Desulfovibrionia,Negativicutes,Holophagae,Leptospirae,metagenome,Kapabacteria,Lineage IIb,Desulfobacteria,Hydrogenedentia
BRRP1B,BRRP1,BRRP,Sao Paulo,2015-03-20,-21.10439,-47.812734,BRRP,Brazil,South America,Cwc,24.0,31.0,16.0,25.0,,1508.0,159.0,20650.0,20847500.0,2003.0,102297.0,110000.0,,12.0,4.0,,complete mix,Complete mix ,Yes,Yes,,240.0,133.3333333,,12.5,410.0,227.7777778,,28.3,,23.5,,15.4,30.5,,20.2,4.7,,0.4,No,0.0,,0.62,7.0,27.7,,,,,1127.0,BRRP1B,25.0,159.0,,410.0,23.5,4.7,35.6875,44.9375,0.62109375,3.796875,0.49609375,0.34375,1.06640625,1.921875,4.828125,0.18359375,0.80078125,0.359375,0.1796875,0.0703125,0.015625,1.0859375,0.40234375,0.2265625,0.0625,0.1796875,0.05859375,0.0546875,0.0234375,0.0,0.0,0.26171875,0.0546875,0.0,0.0,0.01953125,0.0,0.015625,0.0,0.0078125,0.015625,0.43359375,0.05859375,0.23046875,0.34765625,0.05078125,0.0078125,0.0078125,0.171875,0.15625,0.3671875,0.1484375,0.01953125,0.1328125,0.0,0.00390625,0.0859375
BRRP1C,BRRP1,BRRP,Sao Paulo,2015-03-20,-21.10439,-47.812734,BRRP,Brazil,South America,Cwc,24.0,31.0,16.0,25.0,,1508.0,159.0,20650.0,20847500.0,2003.0,102297.0,110000.0,,12.0,4.0,,complete mix,Complete mix ,Yes,Yes,,240.0,133.3333333,,12.5,410.0,227.7777778,,28.3,,23.5,,15.4,30.5,,20.2,4.7,,0.4,No,0.0,,0.62,7.0,27.7,,,,,1128.0,BRRP1C,25.0,159.0,,410.0,23.5,4.7,31.11328125,47.71484375,0.62890625,3.61328125,0.61328125,0.38671875,0.93359375,2.1328125,6.24609375,0.140625,0.8203125,0.38671875,0.2265625,0.1015625,0.01953125,1.11328125,0.43359375,0.1875,0.046875,0.19921875,0.046875,0.04296875,0.01953125,0.00390625,0.01171875,0.21875,0.05859375,0.0,0.0,0.01953125,0.0,0.01953125,0.0,0.00390625,0.01953125,0.6640625,0.0625,0.3125,0.30859375,0.02734375,0.00390625,0.0,0.140625,0.13671875,0.3359375,0.25390625,0.04296875,0.12109375,0.00390625,0.00390625,0.05859375
BRRP2A,BRRP1,BRRP,Sao Paulo,2015-03-20,-21.10439,-47.812734,BRRP,Brazil,South America,Cwc,24.0,31.0,16.0,25.0,,1508.0,159.0,20650.0,20847500.0,2003.0,102297.0,110000.0,,12.0,4.0,,complete mix,Complete mix ,Yes,Yes,,240.0,133.3333333,,12.5,410.0,227.7777778,,28.3,,23.5,,15.4,30.5,,20.2,4.7,,0.4,No,0.0,,0.62,7.0,27.7,,,,,1129.0,BRRP2A,25.0,159.0,,410.0,23.5,4.7,30.54296875,51.921875,0.53515625,2.4609375,0.7109375,0.48046875,1.57421875,0.44921875,4.78125,0.078125,0.484375,0.09375,0.01171875,0.0859375,0.0078125,0.484375,0.171875,0.19140625,0.01171875,0.015625,0.12109375,0.015625,0.00390625,0.0,0.0,0.1796875,0.0546875,0.0,0.0,0.00390625,0.0,0.08984375,0.0,0.0,0.0078125,1.640625,0.01171875,0.62109375,0.07421875,0.10546875,0.03125,0.0078125,0.2109375,0.19140625,0.41796875,0.859375,0.05078125,0.15625,0.0078125,0.015625,0.02734375
BRRP2B,BRRP1,BRRP,Sao Paulo,2015-03-20,-21.10439,-47.812734,BRRP,Brazil,South America,Cwc,24.0,31.0,16.0,25.0,,1508.0,159.0,20650.0,20847500.0,2003.0,102297.0,110000.0,,12.0,4.0,,complete mix,Complete mix ,Yes,Yes,,240.0,133.3333333,,12.5,410.0,227.7777778,,28.3,,23.5,,15.4,30.5,,20.2,4.7,,0.4,No,0.0,,0.64,7.0,27.7,,,,,1130.0,BRRP2B,25.0,159.0,,410.0,23.5,4.7,40.10546875,40.4765625,0.45703125,3.58984375,0.6796875,0.6484375,2.20703125,0.34765625,5.23046875,0.11328125,0.6015625,0.05859375,0.01953125,0.05078125,0.015625,0.4296875,0.375,0.30859375,0.0234375,0.01171875,0.1328125,0.03515625,0.0,0.0,0.0078125,0.09765625,0.06640625,0.0,0.00390625,0.01171875,0.0,0.1015625,0.0,0.01171875,0.0234375,1.10546875,0.0078125,0.29296875,0.19140625,0.109375,0.0390625,0.01171875,0.2265625,0.15625,0.515625,0.8515625,0.06640625,0.11328125,0.0,0.01171875,0.05859375
BRRP2C,BRRP1,BRRP,Sao Paulo,2015-03-20,-21.10439,-47.812734,BRRP,Brazil,South America,Cwc,24.0,31.0,16.0,25.0,,1508.0,159.0,20650.0,20847500.0,2003.0,102297.0,110000.0,,12.0,4.0,,complete mix,Complete mix ,Yes,Yes,,240.0,133.3333333,,12.5,410.0,227.7777778,,28.3,,23.5,,15.4,30.5,,20.2,4.7,,0.4,No,0.0,,0.56,7.0,27.7,,,,,1131.0,BRRP2C,25.0,159.0,,410.0,23.5,4.7,38.95703125,41.58203125,0.45703125,3.796875,0.61328125,0.71875,2.109375,0.3046875,4.4453125,0.1484375,0.6484375,0.1015625,0.00390625,0.0546875,0.0078125,0.54296875,0.51953125,0.3515625,0.00390625,0.0078125,0.0625,0.02734375,0.0078125,0.0,0.015625,0.07421875,0.07421875,0.0,0.00390625,0.00390625,0.0,0.15625,0.01171875,0.0,0.03515625,1.29296875,0.0234375,0.4296875,0.16015625,0.0703125,0.03125,0.0078125,0.23828125,0.109375,0.58203125,0.98046875,0.09375,0.09375,0.00390625,0.0078125,0.02734375
BRRP3A,BRRP1,BRRP,Sao Paulo,2015-03-20,-21.10439,-47.812734,BRRP,Brazil,South America,Cwc,24.0,31.0,16.0,25.0,,1508.0,159.0,20650.0,20847500.0,2003.0,102297.0,110000.0,,12.0,4.0,,complete mix,Complete mix ,Yes,Yes,,240.0,133.3333333,,12.5,410.0,227.7777778,,28.3,,23.5,,15.4,30.5,,20.2,4.7,,0.4,No,0.0,,1.15,7.0,27.7,,,,,1132.0,BRRP3A,25.0,159.0,,410.0,23.5,4.7,44.19140625,31.4609375,0.2421875,3.640625,0.51171875,0.80078125,0.8046875,0.6875,8.515625,0.63671875,0.82421875,0.87109375,0.03515625,0.15625,0.01953125,0.75,0.99609375,0.71875,0.00390625,0.078125,0.015625,0.67578125,0.4375,0.0,0.01171875,0.17578125,0.01953125,0.0,0.00390625,0.02734375,0.0,0.0390625,0.0078125,0.01171875,0.0078125,0.2265625,0.06640625,0.74609375,0.21484375,0.05078125,0.0,0.01171875,0.12109375,0.1796875,0.13671875,0.29296875,0.015625,0.5,0.0,0.0,0.05859375
BRRP3B,BRRP1,BRRP,Sao Paulo,2015-03-20,-21.10439,-47.812734,BRRP,Brazil,South America,Cwc,24.0,31.0,16.0,25.0,,1508.0,159.0,20650.0,20847500.0,2003.0,102297.0,110000.0,,12.0,4.0,,complete mix,Complete mix ,Yes,Yes,,240.0,133.3333333,,12.5,410.0,227.7777778,,28.3,,23.5,,15.4,30.5,,20.2,4.7,,0.4,No,0.0,,1.15,7.0,27.7,,,,,1133.0,BRRP3B,25.0,159.0,,410.0,23.5,4.7,43.62109375,33.69140625,0.3125,3.16015625,0.6328125,0.5546875,0.58203125,0.7734375,8.66015625,0.30859375,0.82421875,0.88671875,0.02734375,0.1796875,0.01171875,0.97265625,0.546875,0.5078125,0.01171875,0.10546875,0.01171875,0.734375,0.20703125,0.0,0.00390625,0.15625,0.02734375,0.0,0.0,0.02734375,0.00390625,0.0234375,0.0,0.0078125,0.01953125,0.22265625,0.078125,0.703125,0.1796875,0.08203125,0.0,0.0234375,0.10546875,0.1640625,0.11328125,0.2578125,0.00390625,0.44140625,0.0,0.00390625,0.02734375
BRRP3C,BRRP1,BRRP,Sao Paulo,2015-03-20,-21.10439,-47.812734,BRRP,Brazil,South America,Cwc,24.0,31.0,16.0,25.0,,1508.0,159.0,20650.0,20847500.0,2003.0,102297.0,110000.0,,12.0,4.0,,complete mix,Complete mix ,Yes,Yes,,240.0,133.3333333,,12.5,410.0,227.7777778,,28.3,,23.5,,15.4,30.5,,20.2,4.7,,0.4,No,0.0,,1.15,7.0,27.7,,,,,1134.0,BRRP3C,25.0,159.0,,410.0,23.5,4.7,45.08984375,34.12109375,0.40234375,3.15625,0.484375,0.48828125,0.4375,0.7109375,7.984375,0.19921875,0.8203125,0.94140625,0.0390625,0.1484375,0.01171875,0.8359375,0.26171875,0.28125,0.01171875,0.08203125,0.015625,0.703125,0.1953125,0.00390625,0.0078125,0.13671875,0.01171875,0.00390625,0.00390625,0.07421875,0.0,0.015625,0.00390625,0.00390625,0.0078125,0.2265625,0.08984375,0.60546875,0.22265625,0.078125,0.00390625,0.01953125,0.13671875,0.13671875,0.09765625,0.2734375,0.01171875,0.33984375,0.0,0.0,0.0625
BRRP4A,BRRP1,BRRP,Sao Paulo,2015-03-20,-21.10439,-47.812734,BRRP,Brazil,South America,Cwc,24.0,31.0,16.0,25.0,,1508.0,159.0,20650.0,20847500.0,2003.0,102297.0,110000.0,,12.0,4.0,,complete mix,Complete mix ,Yes,Yes,,240.0,133.3333333,,12.5,410.0,227.7777778,,28.3,,23.5,,15.4,30.5,,20.2,4.7,,0.4,No,0.0,,1.22,7.0,27.7,,,,,1135.0,BRRP4A,25.0,159.0,,410.0,23.5,4.7,30.20703125,41.8671875,0.7421875,6.12109375,0.70703125,0.45703125,0.66796875,2.73828125,6.7578125,0.171875,0.703125,1.08203125,0.03515625,0.19921875,0.0234375,2.31640625,0.1796875,0.2421875,0.0078125,0.13671875,0.01171875,0.19921875,0.078125,0.0,0.00390625,0.1015625,0.15625,0.0,0.0078125,0.1015625,0.0,0.0234375,0.00390625,0.0,0.0234375,0.54296875,0.0390625,0.8828125,0.265625,0.078125,0.0078125,0.03125,0.125,0.29296875,0.21875,0.81640625,0.0625,0.47265625,0.0,0.0,0.08984375
BRRP4B,BRRP1,BRRP,Sao Paulo,2015-03-20,-21.10439,-47.812734,BRRP,Brazil,South America,Cwc,24.0,31.0,16.0,25.0,,1508.0,159.0,20650.0,20847500.0,2003.0,102297.0,110000.0,,12.0,4.0,,complete mix,Complete mix ,Yes,Yes,,240.0,133.3333333,,12.5,410.0,227.7777778,,28.3,,23.5,,15.4,30.5,,20.2,4.7,,0.4,No,0.0,,1.22,7.0,27.7,,,,,1136.0,BRRP4B,25.0,159.0,,410.0,23.5,4.7,31.125,41.12109375,0.8828125,6.48046875,0.89453125,0.4609375,0.6328125,3.1171875,5.85546875,0.2265625,0.7890625,0.98046875,0.0546875,0.16796875,0.02734375,2.22265625,0.22265625,0.36328125,0.00390625,0.171875,0.01953125,0.2109375,0.1171875,0.0,0.00390625,0.140625,0.12890625,0.0,0.00390625,0.0859375,0.0,0.03515625,0.00390625,0.0,0.015625,0.51171875,0.0625,0.64453125,0.14453125,0.07421875,0.01171875,0.05078125,0.1328125,0.21484375,0.22265625,0.859375,0.0625,0.33203125,0.0,0.015625,0.09375
BRRP4C,BRRP1,BRRP,Sao Paulo,2015-03-20,-21.10439,-47.812734,BRRP,Brazil,South America,Cwc,24.0,31.0,16.0,25.0,,1508.0,159.0,20650.0,20847500.0,2003.0,102297.0,110000.0,,12.0,4.0,,complete mix,Complete mix ,Yes,Yes,,240.0,133.3333333,,12.5,410.0,227.7777778,,28.3,,23.5,,15.4,30.5,,20.2,4.7,,0.4,No,0.0,,1.22,7.0,27.7,,,,,1137.0,BRRP4C,25.0,159.0,,410.0,23.5,4.7,41.23046875,32.86328125,0.4609375,7.3515625,0.65234375,0.671875,1.140625,1.875,5.76953125,0.40234375,0.78515625,0.609375,0.03515625,0.15234375,0.01171875,1.6484375,0.41015625,0.43359375,0.0,0.05859375,0.01171875,0.23046875,0.16015625,0.0078125,0.0078125,0.1640625,0.08203125,0.0,0.015625,0.08203125,0.0,0.02734375,0.00390625,0.0078125,0.0390625,0.42578125,0.0390625,0.19921875,0.29296875,0.109375,0.0078125,0.0078125,0.12890625,0.1875,0.26953125,0.51171875,0.06640625,0.2734375,0.00390625,0.00390625,0.0703125
CLVPC1,CLVPC,CLST,Santiago,,-33.449947,-70.671978,Santiago,Chile,South America,Csb,15.0,24.0,3.0,,,359.0,1.0,23929.0,7164400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.0,CLVPC1,,1.0,,,,,24.6640625,52.2109375,1.25,3.046875,0.90625,0.37109375,1.8828125,0.12890625,1.2578125,0.3203125,0.98828125,0.76171875,0.1484375,0.15234375,0.2421875,0.453125,0.88671875,0.125,0.046875,0.09765625,0.10546875,3.26171875,1.82421875,0.0,0.01171875,0.22265625,0.16796875,0.0,0.08984375,0.33984375,0.1875,0.0078125,0.49609375,0.890625,0.0234375,0.1953125,0.08984375,0.26953125,0.13671875,0.28125,0.16015625,0.078125,0.02734375,0.03125,0.02734375,0.04296875,0.2890625,0.625,0.09765625,0.00390625,0.07421875
CLVPC2,CLVPC,CLST,Santiago,,-33.449947,-70.671978,Santiago,Chile,South America,Csb,15.0,24.0,3.0,,,359.0,1.0,23929.0,7164400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139.0,CLVPC2,,1.0,,,,,22.875,55.484375,1.125,2.81640625,0.9765625,0.34765625,1.703125,0.1171875,1.31640625,0.2890625,0.8984375,0.73046875,0.18359375,0.12109375,0.2109375,0.53125,0.70703125,0.08203125,0.1015625,0.1484375,0.06640625,2.8359375,1.4921875,0.0,0.00390625,0.25,0.13671875,0.00390625,0.05859375,0.52734375,0.21484375,0.00390625,0.4296875,0.6171875,0.015625,0.23046875,0.15234375,0.2578125,0.125,0.28125,0.125,0.1015625,0.02734375,0.046875,0.01953125,0.05078125,0.29296875,0.6796875,0.1015625,0.00390625,0.08203125
CLVPC3,CLVPC,CLST,Santiago,,-33.449947,-70.671978,Santiago,Chile,South America,Csb,15.0,24.0,3.0,,,359.0,1.0,23929.0,7164400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.0,CLVPC3,,1.0,,,,,23.48046875,52.99609375,1.21875,3.3203125,1.15625,0.46484375,1.6796875,0.125,1.43359375,0.2734375,0.9609375,0.74609375,0.1953125,0.12890625,0.17578125,0.5390625,0.76171875,0.11328125,0.09375,0.125,0.06640625,3.1953125,1.875,0.0,0.0,0.25390625,0.08984375,0.0078125,0.0859375,0.41796875,0.23828125,0.00390625,0.5078125,0.93359375,0.03125,0.10546875,0.1015625,0.34375,0.19921875,0.23828125,0.1171875,0.0390625,0.02734375,0.01953125,0.0,0.04296875,0.25,0.5859375,0.13671875,0.00390625,0.09375
CLVPC4,CLVPC,CLST,Santiago,,-33.449947,-70.671978,Santiago,Chile,South America,Csb,15.0,24.0,3.0,,,359.0,1.0,23929.0,7164400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.0,CLVPC4,,1.0,,,,,24.46484375,49.2578125,1.1171875,3.734375,1.1328125,0.40625,2.1015625,0.109375,1.55078125,0.3046875,0.8828125,0.3671875,0.2265625,0.12109375,0.2890625,0.66796875,0.96875,0.109375,0.06640625,0.1484375,0.12109375,3.7890625,2.28515625,0.00390625,0.00390625,0.32421875,0.14453125,0.0,0.109375,0.5234375,0.3046875,0.0,0.359375,1.22265625,0.01953125,0.1875,0.0859375,0.66015625,0.14453125,0.2734375,0.1171875,0.07421875,0.0546875,0.015625,0.0234375,0.03125,0.203125,0.7265625,0.10546875,0.00390625,0.0546875
CLVPF1,CLVPF,CLST,Santiago,,-33.449947,-70.671978,Santiago,Chile,South America,Csb,15.0,24.0,3.0,,,359.0,1.0,23929.0,7164400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142.0,CLVPF1,,1.0,,,,,52.55078125,25.56640625,0.24609375,9.3203125,1.33984375,0.5234375,0.31640625,0.1328125,0.4140625,0.17578125,1.81640625,0.35546875,0.265625,0.00390625,0.01171875,2.1171875,1.81640625,0.23046875,0.0,0.0546875,0.00390625,0.09375,0.11328125,0.0,0.0,0.015625,0.00390625,0.0,0.0,0.0,0.02734375,0.00390625,0.0,0.01953125,0.01953125,0.0859375,0.0,1.36328125,0.69921875,0.0703125,0.0,0.0,0.05859375,0.04296875,0.01171875,0.0,0.02734375,0.00390625,0.0,0.0,0.078125
CLVPF2,CLVPF,CLST,Santiago,,-33.449947,-70.671978,Santiago,Chile,South America,Csb,15.0,24.0,3.0,,,359.0,1.0,23929.0,7164400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.0,CLVPF2,,1.0,,,,,56.0078125,22.1171875,0.2265625,7.91015625,1.3984375,0.67578125,0.2421875,0.34375,0.40234375,0.1328125,1.671875,0.25390625,0.18359375,0.00390625,0.01171875,2.6953125,2.5234375,0.2109375,0.0,0.03515625,0.0078125,0.0703125,0.1484375,0.0,0.00390625,0.00390625,0.0,0.0,0.0,0.0,0.01171875,0.015625,0.0,0.0078125,0.00390625,0.06640625,0.0078125,1.94921875,0.40234375,0.05078125,0.0,0.0,0.046875,0.08984375,0.00390625,0.0,0.0078125,0.00390625,0.0,0.0,0.05078125
CLVPF3,CLVPF,CLST,Santiago,,-33.449947,-70.671978,Santiago,Chile,South America,Csb,15.0,24.0,3.0,,,359.0,1.0,23929.0,7164400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.0,CLVPF3,,1.0,,,,,46.6953125,34.13671875,0.21484375,7.21875,0.7109375,0.34765625,0.1953125,0.26171875,0.59375,0.09765625,2.1171875,0.32421875,0.28515625,0.0,0.00390625,2.37109375,1.1640625,0.140625,0.0,0.015625,0.00390625,0.06640625,0.0625,0.0,0.00390625,0.0,0.0078125,0.0,0.00390625,0.00390625,0.0078125,0.0078125,0.00390625,0.0078125,0.00390625,0.09765625,0.09375,1.44921875,1.00390625,0.0234375,0.0,0.0,0.0546875,0.0390625,0.00390625,0.0078125,0.0390625,0.01953125,0.0,0.00390625,0.0859375
CLVPM1,CLVPT,CLST,Santiago,2015-01-30,-33.540667,-70.835833,Santiago,Chile,South America,Csb,15.0,24.0,3.0,22.0,,365.0,2.0,23929.0,7164400.0,2001.0,570240.0,533161.0,136668.0,5.0,2.3,1.93,complete mix,Complete mix ,No,No,,297.0,148.5,184.0,3.0,531.0,265.5,423.0,48.0,0.858250798,35.8,35.8,,67.5,,34.2,6.0,,1.96,No,0.0,1350.0,0.57,7.71,24.3,,,,,1145.0,CLVPM1,22.0,2.0,1.93,531.0,35.8,6.0,68.15625,17.7578125,0.3671875,5.66796875,0.60546875,0.37890625,0.2109375,0.015625,1.59765625,0.35546875,0.90234375,0.15234375,0.12890625,0.06640625,0.01171875,0.17578125,1.78125,0.140625,0.0,0.18359375,0.0,0.03515625,0.265625,0.0,0.00390625,0.0,0.0546875,0.0,0.046875,0.0,0.01171875,0.00390625,0.0,0.07421875,0.01171875,0.0078125,0.06640625,0.328125,0.01953125,0.01171875,0.0,0.0,0.0078125,0.0625,0.00390625,0.00390625,0.14453125,0.08203125,0.0,0.01171875,0.0859375
CLVPM2,CLVPT,CLST,Santiago,2015-01-30,-33.540667,-70.835833,Santiago,Chile,South America,Csb,15.0,24.0,3.0,22.0,,365.0,2.0,23929.0,7164400.0,2001.0,570240.0,533161.0,136668.0,5.0,2.3,1.93,complete mix,Complete mix ,No,No,,297.0,148.5,184.0,3.0,531.0,265.5,423.0,48.0,0.858250798,35.8,35.8,,67.5,,34.2,6.0,,1.96,No,0.0,1350.0,1.89,7.71,24.3,,,,,1146.0,CLVPM2,22.0,2.0,1.93,531.0,35.8,6.0,67.12109375,18.78515625,0.27734375,6.08984375,0.53515625,0.3515625,0.1953125,0.015625,1.5390625,0.359375,0.9296875,0.1953125,0.10546875,0.0390625,0.00390625,0.1484375,1.875,0.14453125,0.0,0.125,0.0,0.015625,0.3359375,0.0,0.00390625,0.01171875,0.02734375,0.0,0.03515625,0.0,0.015625,0.0,0.0,0.0546875,0.01171875,0.00390625,0.02734375,0.28125,0.01953125,0.00390625,0.0,0.0,0.03515625,0.02734375,0.0,0.01171875,0.1171875,0.05859375,0.0,0.015625,0.05078125
CLVPM3,CLVPT,CLST,Santiago,2015-01-30,-33.540667,-70.835833,Santiago,Chile,South America,Csb,15.0,24.0,3.0,22.0,,365.0,2.0,23929.0,7164400.0,2001.0,570240.0,533161.0,136668.0,5.0,2.3,1.93,complete mix,Complete mix ,No,No,,297.0,148.5,184.0,3.0,531.0,265.5,423.0,48.0,0.858250798,35.8,35.8,,67.5,,34.2,6.0,,1.96,No,0.0,1350.0,0.59,7.71,24.3,,,,,1147.0,CLVPM3,22.0,2.0,1.93,531.0,35.8,6.0,67.015625,17.8203125,0.29296875,6.609375,0.55859375,0.30859375,0.19140625,0.0078125,1.83203125,0.41015625,0.99609375,0.18359375,0.10546875,0.1015625,0.00390625,0.1015625,2.03125,0.1328125,0.0,0.16015625,0.0078125,0.015625,0.2890625,0.0,0.0078125,0.0,0.03515625,0.0,0.03515625,0.0,0.01171875,0.01171875,0.00390625,0.08203125,0.015625,0.0,0.04296875,0.26171875,0.0234375,0.00390625,0.0078125,0.0,0.02734375,0.0078125,0.0,0.0078125,0.078125,0.08203125,0.0,0.0078125,0.0703125
CLVPT1,CLVPT,CLST,Santiago,2015-01-30,-33.540667,-70.835833,Santiago,Chile,South America,Csb,15.0,24.0,3.0,22.0,,365.0,2.0,23929.0,7164400.0,2001.0,570240.0,533161.0,136668.0,5.0,2.3,1.93,complete mix,Complete mix ,No,No,,297.0,148.5,122.0,3.0,531.0,265.5,281.0,48.0,0.891260444,31.8,31.8,,67.5,,34.2,6.0,,1.96,No,0.0,1300.0,0.21,7.71,24.4,,,,,1148.0,CLVPT1,22.0,2.0,1.93,531.0,31.8,6.0,86.1796875,3.046875,0.25,6.3984375,0.65234375,0.38671875,0.07421875,0.0078125,0.1015625,0.35546875,0.21875,0.14453125,0.14453125,0.01953125,0.00390625,0.0390625,0.9921875,0.20703125,0.0,0.02734375,0.00390625,0.01953125,0.28125,0.0,0.00390625,0.00390625,0.0,0.0,0.03515625,0.0,0.0,0.0,0.00390625,0.03125,0.01171875,0.0,0.0078125,0.0390625,0.0,0.0234375,0.0,0.0,0.0078125,0.06640625,0.00390625,0.0078125,0.0859375,0.0,0.0,0.03125,0.08203125
CLVPT2,CLVPT,CLST,Santiago,2015-01-30,-33.540667,-70.835833,Santiago,Chile,South America,Csb,15.0,24.0,3.0,22.0,,365.0,2.0,23929.0,7164400.0,2001.0,570240.0,533161.0,136668.0,5.0,2.3,1.93,complete mix,Complete mix ,No,No,,297.0,148.5,122.0,3.0,531.0,265.5,281.0,48.0,0.891260444,31.8,31.8,,67.5,,34.2,6.0,,1.96,No,0.0,1300.0,1.97,7.71,24.4,,,,,1149.0,CLVPT2,22.0,2.0,1.93,531.0,31.8,6.0,76.08203125,11.265625,0.33984375,7.28125,0.453125,0.29296875,0.10546875,0.00390625,0.7734375,0.30078125,0.78515625,0.1171875,0.16015625,0.0546875,0.0,0.03515625,0.78125,0.12890625,0.00390625,0.0234375,0.0,0.0234375,0.20703125,0.0,0.0,0.0,0.015625,0.0,0.02734375,0.00390625,0.01171875,0.0,0.0078125,0.01953125,0.01171875,0.0,0.078125,0.27734375,0.03515625,0.0,0.0,0.0,0.0390625,0.0234375,0.0078125,0.015625,0.05859375,0.0,0.0,0.0234375,0.125
CLVPT3,CLVPT,CLST,Santiago,2015-01-30,-33.540667,-70.835833,Santiago,Chile,South America,Csb,15.0,24.0,3.0,22.0,,365.0,2.0,23929.0,7164400.0,2001.0,570240.0,533161.0,136668.0,5.0,2.3,1.93,complete mix,Complete mix ,No,No,,297.0,148.5,122.0,3.0,531.0,265.5,281.0,48.0,0.891260444,31.8,31.8,,67.5,,34.2,6.0,,1.96,No,0.0,1300.0,1.76,7.71,24.4,,,,,1150.0,CLVPT3,22.0,2.0,1.93,531.0,31.8,6.0,73.02734375,12.83984375,0.46484375,8.078125,0.671875,0.3515625,0.1015625,0.01171875,0.69921875,0.49609375,0.6484375,0.109375,0.171875,0.0546875,0.0,0.05859375,1.0078125,0.1328125,0.0,0.01171875,0.0,0.0078125,0.21484375,0.0,0.0,0.00390625,0.0078125,0.0,0.03125,0.0,0.015625,0.0,0.00390625,0.0546875,0.0078125,0.0,0.0703125,0.234375,0.01171875,0.01953125,0.0,0.0,0.02734375,0.0390625,0.0,0.00390625,0.11328125,0.01953125,0.0,0.02734375,0.1484375
COCL1A,COCL1,COST,Cali,2015-02-26,3.503897,-76.520719,Cali,Colombia,South America,Af,25.0,28.0,21.0,29.0,,989.0,62.0,11200.0,4613684.0,2008.0,50.0,28.0,4375.0,,,90.0,,,,,,518.0,,,12.5,949.0,,,23.4,,,,,,,,,,,Yes,,,1.07,6.88,25.0,,,,,1151.0,COCL1A,29.0,62.0,90.0,949.0,,,19.51171875,53.9296875,0.96875,3.90234375,0.5703125,0.4375,3.16796875,0.36328125,1.19140625,0.19921875,2.29296875,0.18359375,0.3125,0.11328125,0.27734375,0.27734375,0.1328125,0.08203125,0.11328125,0.03515625,0.109375,1.4375,0.1015625,0.140625,0.06640625,0.375,0.4375,0.00390625,0.578125,1.66796875,2.60546875,0.0,1.48828125,0.0078125,0.03515625,0.5,0.01171875,0.09765625,0.03515625,0.16015625,0.19140625,0.80078125,0.03125,0.0625,0.88671875,0.046875,0.02734375,0.01953125,0.00390625,0.0,0.0078125
