Sample ID,WWTP ID,SiteID,Site Name,Sampling Date,Latitude,Longitude,City Name,Country/Region,Continent,Climate typea,Annual average,Annual mean of daily maximum,Annual mean of daily minimum,Sampling month average,Sampling moment,Annual,Sampling month,GDP per capita (dollars),City population,Year of plant build,Designed capacity (m3/d),Actual Inf rate (m3/d),Volume of aeration tanks (m3),Plant,Aeration tank,SRT (d),General type ,Detailed type,Nitrification,Denitrification,Aerator type,BOD (mg/l) Inf,BOD (mg/l) inf/(1+recycle ratio),BOD (mg/l) Aeration tank inf,BOD (mg/l) Eff,COD (mg/l) Inf,COD (mg/l) Inf/(1+recycle ratio),COD (mg/l) Aeration tank inf,COD (mg/l) Eff,F/M (kg BOD/kg MLSS-d),NH4-N (mg/l) Inf,NH4-N (mg/l) Aeration tank inf,NH4-N (mg/l) Eff,TN (mg/l) Inf,TN (mg/l) Aeration tank inf,TN (mg/l) Eff,TP (mg/l) Inf,TP (mg/l) Aeration tank inf,TP (mg/l) Eff,Contained in Inf?,Percentage,MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature (oC),Conductivity (μS/cm),NH4-N (mg/l),NO3-N (mg/l),SVI (ml/g),Unnamed: 0,Sample ID,Sampling month average,Sampling month,SRTd,COD,NH4N,TP,Proteobacteria,Bacteroidota,Patescibacteria,Unclassified,Firmicutes,Planctomycetota,Verrucomicrobiota,Chloroflexi,Myxococcota,Others,Bdellovibrionota,Actinobacteriota,Acidobacteriota,Desulfobacterota,Dependentiae,Cyanobacteria,Spirochaetota,Nanoarchaeota,Elusimicrobiota,SAR324 clade(Marine group B),Armatimonadota
USTU1CB,USTU1,USTU,USTU,2014-08-26,34.227477,,USTU,United States,North America,Cfa,16.0,30.0,-8.0,27.0,,1390.0,77.0,,,2007.0,39746.82373,,,,,,,,,,,111.0,,454.0,3.6,,,,,,,,,,,7.0,,,1.0,Yes,,2695.0,1.5,7.3,30.0,,,,,1038.0,USTU1CB,27.0,77.0,,,,,42.19140625,24.03515625,2.390625,0.6015625,0.59765625,2.8515625,2.28125,3.71875,5.6640625,5.71875,0.99609375,1.22265625,2.703125,0.71484375,0.078125,0.41015625,0.58984375,0.16015625,2.6328125,0.328125,0.11328125
USTU1CC,USTU1,USTU,USTU,2014-08-26,34.227477,,USTU,United States,North America,Cfa,16.0,30.0,-8.0,27.0,,1390.0,77.0,,,2007.0,39746.82373,,,,,,,,,,,111.0,,454.0,3.6,,,,,,,,,,,7.0,,,1.0,Yes,,2695.0,1.9,7.3,30.0,,,,,1039.0,USTU1CC,27.0,77.0,,,,,42.828125,26.2734375,2.33984375,0.6171875,0.48828125,2.8203125,2.48828125,3.0234375,4.5546875,4.87890625,0.93359375,0.80859375,3.16015625,0.7421875,0.06640625,0.43359375,0.578125,0.1640625,2.203125,0.3828125,0.21484375
USTU1DA,USTU1,USTU,USTU,2014-08-26,34.227477,,USTU,United States,North America,Cfa,16.0,30.0,-8.0,27.0,,1390.0,77.0,,,2007.0,39746.82373,,,,,,,,,,,111.0,,454.0,3.6,,,,,,,,,,,7.0,,,1.0,Yes,,2695.0,0.4,7.3,30.0,,,,,1040.0,USTU1DA,27.0,77.0,,,,,38.65625,28.72265625,3.140625,0.73828125,0.73046875,2.5703125,2.95703125,2.9140625,4.671875,5.234375,1.10546875,0.6484375,2.578125,0.85546875,0.10546875,0.46484375,0.515625,0.19921875,2.8359375,0.20703125,0.1484375
USTU1DB,USTU1,USTU,USTU,2014-08-26,34.227477,,USTU,United States,North America,Cfa,16.0,30.0,-8.0,27.0,,1390.0,77.0,,,2007.0,39746.82373,,,,,,,,,,,111.0,,454.0,3.6,,,,,,,,,,,7.0,,,1.0,Yes,,2695.0,1.5,7.3,30.0,,,,,1041.0,USTU1DB,27.0,77.0,,,,,40.5703125,28.26171875,3.0390625,0.6640625,0.62109375,2.234375,2.63671875,2.9453125,4.19921875,5.10546875,1.1796875,0.5546875,2.94921875,0.76953125,0.12890625,0.484375,0.57421875,0.1953125,2.32421875,0.3515625,0.2109375
USTU1DC,USTU1,USTU,USTU,2014-08-26,34.227477,,USTU,United States,North America,Cfa,16.0,30.0,-8.0,27.0,,1390.0,77.0,,,2007.0,39746.82373,,,,,,,,,,,111.0,,454.0,3.6,,,,,,,,,,,7.0,,,1.0,Yes,,2695.0,1.9,7.3,30.0,,,,,1042.0,USTU1DC,27.0,77.0,,,,,41.49609375,25.671875,2.7421875,0.6953125,0.671875,2.5625,2.4765625,3.40625,4.625,5.40234375,1.046875,0.99609375,3.07421875,0.8125,0.125,0.515625,0.6328125,0.140625,2.1640625,0.4453125,0.296875
USVA1A,USVA1,USVA,Virginia Beach,2014-09-15,36.921475,-76.324737,Virginia Beach,United States,North America,Cfa,16.0,31.0,-8.0,23.0,,1141.0,104.0,53661.0,1716481.0,1948.0,68137.41211,38573.34608,7449.6672,4.5,2.31,1.3,plug flow,Plug flow,No,No,,250.0,,110.0,6.0,424.0,266.6666667,,,0.681297585,28.0,26.8,23.9,,,26.84,4.6,6.2,0.81,Yes,0.075,1900.0,1.32,6.81,24.9,,,,,1043.0,USVA1A,23.0,104.0,1.3,424.0,28.0,4.6,44.1484375,21.32421875,0.8671875,0.58984375,1.83203125,0.3671875,1.53515625,0.96484375,8.77734375,1.10546875,1.12890625,1.7734375,13.515625,0.2734375,0.05859375,1.38671875,0.33203125,0.0,0.00390625,0.0,0.015625
USVA1B,USVA1,USVA,Virginia Beach,2014-09-15,36.921475,-76.324737,Virginia Beach,United States,North America,Cfa,16.0,31.0,-8.0,23.0,,1141.0,104.0,53661.0,1716481.0,1948.0,68137.41211,38573.34608,7449.6672,4.5,2.31,1.3,plug flow,Plug flow,No,No,,250.0,,110.0,6.0,424.0,266.6666667,,,0.681297585,28.0,26.8,23.9,,,26.84,4.6,6.2,0.81,Yes,0.075,1900.0,1.98,6.81,24.9,,,,,1044.0,USVA1B,23.0,104.0,1.3,424.0,28.0,4.6,47.328125,19.921875,0.68359375,0.3828125,2.20703125,0.390625,1.53125,0.83984375,5.8125,1.62109375,0.73828125,3.9609375,11.55859375,1.0234375,0.04296875,1.01953125,0.8359375,0.01953125,0.0546875,0.00390625,0.0234375
USVA1C,USVA1,USVA,Virginia Beach,2014-09-15,36.921475,-76.324737,Virginia Beach,United States,North America,Cfa,16.0,31.0,-8.0,23.0,,1141.0,104.0,53661.0,1716481.0,1948.0,68137.41211,38573.34608,7449.6672,4.5,2.31,1.3,plug flow,Plug flow,No,No,,250.0,,110.0,6.0,424.0,266.6666667,,,0.681297585,28.0,26.8,23.9,,,26.84,4.6,6.2,0.81,Yes,0.075,1900.0,3.65,6.81,24.9,,,,,1045.0,USVA1C,23.0,104.0,1.3,424.0,28.0,4.6,48.85546875,18.9296875,0.63671875,0.4296875,1.53125,0.453125,1.4453125,0.875,7.2265625,0.84765625,0.91015625,2.02734375,14.19140625,0.453125,0.0625,0.828125,0.25,0.0,0.00390625,0.00390625,0.0390625
USVA2A,USVA2,USVA,Virginia Beach,2014-09-15,36.882412,-76.31272,Virginia Beach,United States,North America,Cfa,15.0,31.0,-8.0,23.0,,1141.0,104.0,53661.0,1716481.0,,151416.4714,138318.9466,25832.0,6.5,4.48,6.9,,,Yes,Yes,,180.0,142.8571429,140.0,9.0,326.0,258.7301587,270.0,39.0,0.426469235,19.0,17.6,2.86,,,10.86,4.0,2.9,1.0,Yes,0.075,2260.0,2.0,6.52,25.4,,,,,1046.0,USVA2A,23.0,104.0,6.9,326.0,19.0,4.0,36.421875,32.15625,1.8046875,1.26171875,0.8515625,2.16015625,1.5390625,2.3984375,10.796875,3.01171875,0.84375,3.5859375,1.078125,0.23828125,0.046875,0.1875,0.9296875,0.0078125,0.45703125,0.09375,0.12890625
USVA2B,USVA2,USVA,Virginia Beach,2014-09-15,36.882412,-76.31272,Virginia Beach,United States,North America,Cfa,15.0,31.0,-8.0,23.0,,1141.0,104.0,53661.0,1716481.0,,151416.4714,138318.9466,25832.0,6.5,4.48,6.9,,,Yes,Yes,,180.0,142.8571429,140.0,9.0,326.0,258.7301587,270.0,39.0,0.426469235,19.0,17.6,2.86,,,10.86,4.0,2.9,1.0,Yes,0.075,2260.0,2.14,6.52,25.4,,,,,1047.0,USVA2B,23.0,104.0,6.9,326.0,19.0,4.0,36.43359375,32.7109375,1.86328125,1.16796875,0.76953125,2.15625,1.47265625,2.0703125,11.1640625,2.62109375,1.03125,3.109375,1.296875,0.25390625,0.05078125,0.18359375,0.87109375,0.015625,0.4296875,0.1328125,0.1953125
USVA2C,USVA2,USVA,Virginia Beach,2014-09-15,36.882412,-76.31272,Virginia Beach,United States,North America,Cfa,15.0,31.0,-8.0,23.0,,1141.0,104.0,53661.0,1716481.0,,151416.4714,138318.9466,25832.0,6.5,4.48,6.9,,,Yes,Yes,,180.0,142.8571429,140.0,9.0,326.0,258.7301587,270.0,39.0,0.426469235,19.0,17.6,2.86,,,10.86,4.0,2.9,1.0,Yes,0.075,2260.0,2.68,6.52,25.4,,,,,1048.0,USVA2C,23.0,104.0,6.9,326.0,19.0,4.0,34.61328125,33.79296875,2.0859375,1.4609375,0.7734375,2.109375,1.41015625,2.18359375,12.14453125,2.359375,1.0,3.0078125,0.96875,0.1953125,0.04296875,0.21484375,0.92578125,0.00390625,0.46875,0.125,0.11328125
USVA3A,USVA3,USVA,Virginia Beach,2014-09-15,36.77219,-75.971067,Virginia Beach,United States,North America,Cfa,15.0,31.0,-8.0,23.0,,1127.0,101.0,53661.0,1716481.0,1983.0,204412.2363,136464.0948,39368.16,12.533,3.9,1.9,plug flow,Plug flow,No,No,,252.0,178.7234043,187.0,18.0,445.0,315.6028369,,,0.338574399,36.0,41.5,,,,,5.3,8.8,,Yes,0.075,2580.0,1.5,6.75,25.5,,,,,1049.0,USVA3A,23.0,101.0,1.9,445.0,36.0,5.3,42.6875,42.2421875,1.015625,0.40234375,0.71484375,0.421875,2.16796875,1.0546875,4.45703125,0.7734375,0.4140625,1.85546875,0.69921875,0.3125,0.0,0.0546875,0.484375,0.0,0.08984375,0.05859375,0.09375
USVA3B,USVA3,USVA,Virginia Beach,2014-09-15,36.77219,-75.971067,Virginia Beach,United States,North America,Cfa,15.0,31.0,-8.0,23.0,,1127.0,101.0,53661.0,1716481.0,1983.0,204412.2363,136464.0948,39368.16,12.533,3.9,1.9,plug flow,Plug flow,No,No,,252.0,178.7234043,187.0,18.0,445.0,315.6028369,,,0.338574399,36.0,41.5,,,,,5.3,8.8,,Yes,0.075,2580.0,5.21,6.75,25.5,,,,,1050.0,USVA3B,23.0,101.0,1.9,445.0,36.0,5.3,47.0234375,37.9765625,0.98046875,0.46875,0.5234375,0.4921875,2.1015625,1.16015625,4.171875,0.95703125,0.4453125,1.8359375,0.78515625,0.28515625,0.0,0.0703125,0.5234375,0.0,0.0703125,0.03515625,0.09375
USVA3C,USVA3,USVA,Virginia Beach,2014-09-15,36.77219,-75.971067,Virginia Beach,United States,North America,Cfa,15.0,31.0,-8.0,23.0,,1127.0,101.0,53661.0,1716481.0,1983.0,204412.2363,136464.0948,39368.16,12.533,3.9,1.9,plug flow,Plug flow,No,No,,252.0,178.7234043,187.0,18.0,445.0,315.6028369,,,0.338574399,36.0,41.5,,,,,5.3,8.8,,Yes,0.075,2580.0,5.54,6.75,25.5,,,,,1051.0,USVA3C,23.0,101.0,1.9,445.0,36.0,5.3,45.84375,38.65234375,1.12890625,0.4609375,0.671875,0.40625,2.13671875,1.25390625,4.1484375,0.78125,0.4453125,2.37109375,0.76171875,0.28515625,0.00390625,0.046875,0.4140625,0.0,0.0703125,0.05859375,0.05859375
USVA4A,USVA4,USVA,Virginia Beach,2014-09-15,36.908213,-76.16484,Virginia Beach,United States,North America,Cfa,15.0,31.0,-8.0,23.0,,1127.0,101.0,53661.0,1716481.0,1965.0,90849.88282,44516.44258,9153.0972,3.0,0.98,19.7,plug flow,Plug flow,No,No,,256.0,181.5602837,,12.0,450.0,319.1489362,495.0,59.0,0.29364762,30.0,,,,,18.88,4.9,4.6,1.04,Yes,0.075,4240.0,0.58,6.81,25.3,,,,,1052.0,USVA4A,23.0,101.0,19.7,450.0,30.0,4.9,27.16796875,40.02734375,5.44140625,0.48828125,0.890625,2.1171875,1.05859375,3.1875,5.0703125,1.45703125,1.85546875,7.0,2.390625,0.19140625,0.2734375,0.07421875,0.28125,0.00390625,0.78125,0.01171875,0.23046875
USVA4B,USVA4,USVA,Virginia Beach,2014-09-15,36.908213,-76.16484,Virginia Beach,United States,North America,Cfa,15.0,31.0,-8.0,23.0,,1127.0,101.0,53661.0,1716481.0,1965.0,90849.88282,44516.44258,9153.0972,3.0,0.98,19.7,plug flow,Plug flow,No,No,,256.0,181.5602837,,12.0,450.0,319.1489362,495.0,59.0,0.29364762,30.0,,,,,18.88,4.9,4.6,1.04,Yes,0.075,4240.0,1.01,6.81,25.3,,,,,1053.0,USVA4B,23.0,101.0,19.7,450.0,30.0,4.9,26.625,39.84765625,7.58984375,0.37890625,0.70703125,2.07421875,1.015625,3.3046875,4.63671875,1.33203125,1.72265625,6.859375,2.20703125,0.09765625,0.21484375,0.0859375,0.171875,0.0,0.86328125,0.02734375,0.23828125
USVA4C,USVA4,USVA,Virginia Beach,2014-09-15,36.908213,-76.16484,Virginia Beach,United States,North America,Cfa,15.0,31.0,-8.0,23.0,,1127.0,101.0,53661.0,1716481.0,1965.0,90849.88282,44516.44258,9153.0972,3.0,0.98,19.7,plug flow,Plug flow,No,No,,256.0,181.5602837,,12.0,450.0,319.1489362,495.0,59.0,0.29364762,30.0,,,,,18.88,4.9,4.6,1.04,Yes,0.075,4240.0,1.59,6.81,25.3,,,,,1054.0,USVA4C,23.0,101.0,19.7,450.0,30.0,4.9,25.71484375,41.671875,6.9375,0.453125,0.58984375,2.33203125,1.10546875,3.34375,4.31640625,1.46484375,1.28125,7.08203125,2.0078125,0.1484375,0.28125,0.03125,0.16015625,0.0,0.85546875,0.01171875,0.2109375
USVA5A,USVA5,USVA,Virginia Beach,2014-09-15,36.892343,-76.422066,Virginia Beach,United States,North America,Cfa,13.0,29.0,-11.0,21.0,,1185.0,107.0,53661.0,1716481.0,1983.0,113562.3535,62951.39797,27557.712,12.0,10.95,16.7,,,Yes,Yes,,193.0,122.1518987,159.0,6.0,389.0,246.2025316,337.0,,0.166999667,30.0,,,37.2,,6.95,7.3,8.5,1.27,Yes,0.35,2640.0,0.86,6.87,26.5,,,,,1055.0,USVA5A,21.0,107.0,16.7,389.0,30.0,7.3,45.2734375,26.39453125,1.3984375,0.48046875,0.98828125,1.34765625,2.6015625,1.515625,6.3359375,1.05078125,1.04296875,5.5859375,3.90625,0.48828125,0.05078125,0.3046875,0.33203125,0.00390625,0.015625,0.140625,0.7421875
USVA5B,USVA5,USVA,Virginia Beach,2014-09-15,36.892343,-76.422066,Virginia Beach,United States,North America,Cfa,13.0,29.0,-11.0,21.0,,1185.0,107.0,53661.0,1716481.0,1983.0,113562.3535,62951.39797,27557.712,12.0,10.95,16.7,,,Yes,Yes,,193.0,122.1518987,159.0,6.0,389.0,246.2025316,337.0,,0.166999667,30.0,,,37.2,,6.95,7.3,8.5,1.27,Yes,0.35,2640.0,0.18,6.87,26.5,,,,,1056.0,USVA5B,21.0,107.0,16.7,389.0,30.0,7.3,42.73828125,28.00390625,1.58203125,0.5,1.0,1.30859375,3.35546875,1.375,7.21875,1.19140625,1.13671875,4.26953125,4.41015625,0.48046875,0.0390625,0.31640625,0.40234375,0.0078125,0.0078125,0.08984375,0.56640625
USVA5C,USVA5,USVA,Virginia Beach,2014-09-15,36.892343,-76.422066,Virginia Beach,United States,North America,Cfa,13.0,29.0,-11.0,21.0,,1185.0,107.0,53661.0,1716481.0,1983.0,113562.3535,62951.39797,27557.712,12.0,10.95,16.7,,,Yes,Yes,,193.0,122.1518987,159.0,6.0,389.0,246.2025316,337.0,,0.166999667,30.0,,,37.2,,6.95,7.3,8.5,1.27,Yes,0.35,2640.0,0.46,6.87,26.5,,,,,1057.0,USVA5C,21.0,107.0,16.7,389.0,30.0,7.3,42.6484375,32.58984375,1.55859375,0.48046875,0.484375,1.0625,2.9453125,1.46875,5.84375,1.1015625,1.171875,2.22265625,4.26171875,0.46875,0.05859375,0.26171875,0.30859375,0.0,0.01171875,0.14453125,0.90625
USVA6A,USVA6,USVA,Virginia Beach,2014-09-15,36.964124,-76.413803,Virginia Beach,United States,North America,Cfa,15.0,30.0,-9.0,22.0,,1128.0,104.0,53661.0,1716481.0,1946.0,94635.2946,59317.40266,8312.7384,,1.92,9.1,,,Yes,Yes,,141.0,72.68041237,162.0,6.0,383.0,197.4226804,252.0,,0.250282839,21.0,19.8,0.7,31.0,,35.0,3.7,3.5,0.34,Yes,0.075,4020.0,2.65,6.81,26.7,,,,,1058.0,USVA6A,22.0,104.0,9.1,383.0,21.0,3.7,45.25390625,30.578125,2.83203125,1.14453125,0.58984375,1.796875,1.1171875,3.53125,4.25390625,1.16015625,0.9296875,1.4765625,2.046875,1.07421875,0.125,0.34765625,0.62109375,0.00390625,0.1875,0.1875,0.7421875
USVA6B,USVA6,USVA,Virginia Beach,2014-09-15,36.964124,-76.413803,Virginia Beach,United States,North America,Cfa,15.0,30.0,-9.0,22.0,,1128.0,104.0,53661.0,1716481.0,1946.0,94635.2946,59317.40266,8312.7384,,1.92,9.1,,,Yes,Yes,,141.0,72.68041237,162.0,6.0,383.0,197.4226804,252.0,,0.250282839,21.0,19.8,0.7,31.0,,35.0,3.7,3.5,0.34,Yes,0.075,4020.0,2.89,6.81,26.7,,,,,1059.0,USVA6B,22.0,104.0,9.1,383.0,21.0,3.7,47.27734375,27.6640625,2.93359375,1.03125,0.65234375,1.984375,1.1015625,3.7578125,4.26171875,1.3359375,0.8046875,2.140625,1.75,0.86328125,0.1640625,0.44921875,0.69921875,0.00390625,0.23828125,0.171875,0.71484375
USVA6C,USVA6,USVA,Virginia Beach,2014-09-15,36.964124,-76.413803,Virginia Beach,United States,North America,Cfa,15.0,30.0,-9.0,22.0,,1128.0,104.0,53661.0,1716481.0,1946.0,94635.2946,59317.40266,8312.7384,,1.92,9.1,,,Yes,Yes,,141.0,72.68041237,162.0,6.0,383.0,197.4226804,252.0,,0.250282839,21.0,19.8,0.7,31.0,,35.0,3.7,3.5,0.34,Yes,0.075,4020.0,1.38,6.81,26.7,,,,,1060.0,USVA6C,22.0,104.0,9.1,383.0,21.0,3.7,47.01171875,25.83203125,2.5703125,1.1015625,0.98828125,2.0625,1.0546875,4.32421875,4.33984375,1.71484375,0.86328125,2.7890625,2.1171875,0.90234375,0.13671875,0.42578125,0.62890625,0.0,0.22265625,0.20703125,0.70703125
USVA7A,USVA7,USVA,Virginia Beach,2014-09-15,37.085187,-76.533173,Virginia Beach,United States,North America,Cfa,16.0,32.0,-8.0,24.0,,1128.0,104.0,53661.0,1716481.0,1968.0,75708.23568,45652.06612,7389.1008,,1.92,9.1,,,Yes,Yes,,202.0,104.1237113,153.0,16.0,383.0,197.4226804,,,0.491344953,31.0,27.6,2.6,31.0,,7.63,4.8,3.5,1.28,Yes,0.075,2540.0,3.16,6.8,26.5,,,,,1061.0,USVA7A,24.0,104.0,9.1,383.0,31.0,4.8,62.953125,22.41015625,0.921875,0.63671875,0.35546875,1.08203125,1.3046875,0.26953125,3.41796875,0.96484375,0.3125,1.125,2.9609375,0.15625,0.00390625,0.1875,0.625,0.0078125,0.07421875,0.06640625,0.1640625
USVA7B,USVA7,USVA,Virginia Beach,2014-09-15,37.085187,-76.533173,Virginia Beach,United States,North America,Cfa,16.0,32.0,-8.0,24.0,,1128.0,104.0,53661.0,1716481.0,1968.0,75708.23568,45652.06612,7389.1008,,1.92,9.1,,,Yes,Yes,,202.0,104.1237113,153.0,16.0,383.0,197.4226804,,,0.491344953,31.0,27.6,2.6,31.0,,7.63,4.8,3.5,1.28,Yes,0.075,2540.0,2.27,6.8,26.5,,,,,1062.0,USVA7B,24.0,104.0,9.1,383.0,31.0,4.8,63.30859375,21.62890625,1.0703125,0.6796875,0.3515625,1.02734375,1.51171875,0.33203125,3.26953125,0.89453125,0.3125,1.3203125,2.78515625,0.203125,0.0390625,0.22265625,0.7421875,0.00390625,0.1484375,0.01953125,0.12890625
USVA7C,USVA7,USVA,Virginia Beach,2014-09-15,37.085187,-76.533173,Virginia Beach,United States,North America,Cfa,16.0,32.0,-8.0,24.0,,1128.0,104.0,53661.0,1716481.0,1968.0,75708.23568,45652.06612,7389.1008,,1.92,9.1,,,Yes,Yes,,202.0,104.1237113,153.0,16.0,383.0,197.4226804,,,0.491344953,31.0,27.6,2.6,31.0,,7.63,4.8,3.5,1.28,Yes,0.075,2540.0,2.46,6.8,26.5,,,,,1063.0,USVA7C,24.0,104.0,9.1,383.0,31.0,4.8,64.9140625,19.16796875,1.2265625,0.65234375,0.53515625,1.3046875,1.22265625,0.4765625,3.1015625,1.13671875,0.33984375,1.49609375,2.8828125,0.18359375,0.05859375,0.2109375,0.828125,0.0,0.16015625,0.046875,0.0546875
USVA8A,USVA8,USVA,Virginia Beach,2014-09-15,37.201091,-76.446868,Virginia Beach,United States,North America,Cfa,16.0,32.0,-8.0,24.0,,1128.0,104.0,53661.0,1716481.0,1983.0,56781.17676,47317.6473,10205.4384,7.0,5.17,7.8,,,Yes,Yes,,164.0,90.60773481,69.0,2.0,445.0,245.8563536,178.0,20.0,0.237621289,28.0,19.7,1.95,31.0,,7.97,4.9,2.1,0.38,Yes,0.075,3200.0,2.95,6.52,25.6,,,,,1064.0,USVA8A,24.0,104.0,7.8,445.0,28.0,4.9,64.60546875,13.62109375,0.89453125,0.44921875,0.47265625,1.875,1.296875,1.328125,6.47265625,2.796875,0.56640625,1.859375,2.15234375,0.5625,0.01953125,0.328125,0.3046875,0.04296875,0.04296875,0.05859375,0.25
USVA8B,USVA8,USVA,Virginia Beach,2014-09-15,37.201091,-76.446868,Virginia Beach,United States,North America,Cfa,16.0,32.0,-8.0,24.0,,1128.0,104.0,53661.0,1716481.0,1983.0,56781.17676,47317.6473,10205.4384,7.0,5.17,7.8,,,Yes,Yes,,164.0,90.60773481,69.0,2.0,445.0,245.8563536,178.0,20.0,0.237621289,28.0,19.7,1.95,31.0,,7.97,4.9,2.1,0.38,Yes,0.075,3200.0,6.6,6.52,25.6,,,,,1065.0,USVA8B,24.0,104.0,7.8,445.0,28.0,4.9,66.60546875,12.21484375,0.83203125,0.359375,0.48046875,1.71484375,1.0859375,1.359375,6.11328125,2.99609375,0.58984375,2.2734375,1.87890625,0.46875,0.0390625,0.33984375,0.23046875,0.03125,0.05859375,0.10546875,0.22265625
USVA8C,USVA8,USVA,Virginia Beach,2014-09-15,37.201091,-76.446868,Virginia Beach,United States,North America,Cfa,16.0,32.0,-8.0,24.0,,1128.0,104.0,53661.0,1716481.0,1983.0,56781.17676,47317.6473,10205.4384,7.0,5.17,7.8,,,Yes,Yes,,164.0,90.60773481,69.0,2.0,445.0,245.8563536,178.0,20.0,0.237621289,28.0,19.7,1.95,31.0,,7.97,4.9,2.1,0.38,Yes,0.075,3200.0,1.62,6.52,25.6,,,,,1066.0,USVA8C,24.0,104.0,7.8,445.0,28.0,4.9,61.81640625,16.12890625,0.97265625,0.39453125,0.68359375,1.71875,1.24609375,1.2109375,6.2890625,3.43359375,0.69140625,1.66015625,1.9921875,0.61328125,0.04296875,0.2890625,0.32421875,0.0390625,0.0625,0.0546875,0.3359375
USVA9A,USVA9,USVA,Virginia Beach,2014-09-15,37.212502,-76.626469,Virginia Beach,United States,North America,Cfa,16.0,32.0,-8.0,24.0,,1139.0,101.0,53661.0,1716481.0,1973.0,85171.76514,27557.79779,14865.2658,60.0,12.94,7.9,,,Yes,Yes,,441.0,243.6464088,249.0,3.0,,,,20.0,0.257088884,28.0,19.7,,31.0,,7.26,6.7,2.1,1.28,Yes,0.075,3180.0,5.49,7.06,26.7,,,,,1067.0,USVA9A,24.0,101.0,7.9,,28.0,6.7,57.046875,15.66015625,1.06640625,0.6640625,0.4375,1.73046875,1.625,1.9765625,9.796875,2.08203125,0.4765625,2.0390625,3.984375,0.1328125,0.015625,0.1796875,0.28125,0.0234375,0.51171875,0.11328125,0.15625
USVA9B,USVA9,USVA,Virginia Beach,2014-09-15,37.212502,-76.626469,Virginia Beach,United States,North America,Cfa,16.0,32.0,-8.0,24.0,,1139.0,101.0,53661.0,1716481.0,1973.0,85171.76514,27557.79779,14865.2658,60.0,12.94,7.9,,,Yes,Yes,,441.0,243.6464088,249.0,3.0,,,,20.0,0.257088884,28.0,19.7,,31.0,,7.26,6.7,2.1,1.28,Yes,0.075,3180.0,4.48,7.06,26.7,,,,,1068.0,USVA9B,24.0,101.0,7.9,,28.0,6.7,55.8515625,16.21484375,1.0859375,0.671875,0.453125,1.796875,1.3984375,2.09765625,10.18359375,2.1015625,0.35546875,2.50390625,3.93359375,0.125,0.02734375,0.1328125,0.30078125,0.015625,0.48046875,0.1171875,0.15234375
USVA9C,USVA9,USVA,Virginia Beach,2014-09-15,37.212502,-76.626469,Virginia Beach,United States,North America,Cfa,16.0,32.0,-8.0,24.0,,1139.0,101.0,53661.0,1716481.0,1973.0,85171.76514,27557.79779,14865.2658,60.0,12.94,7.9,,,Yes,Yes,,441.0,243.6464088,249.0,3.0,,,,20.0,0.257088884,28.0,19.7,,31.0,,7.26,6.7,2.1,1.28,Yes,0.075,3180.0,2.87,7.06,26.7,,,,,1069.0,USVA9C,24.0,101.0,7.9,,28.0,6.7,56.28515625,16.23046875,1.06640625,0.71875,0.46875,1.71484375,1.5,1.94140625,10.5,1.984375,0.44921875,2.08984375,3.68359375,0.109375,0.02734375,0.15625,0.34375,0.03515625,0.40625,0.12109375,0.16796875
USVD1AA,USVD1,USVD,USVD,2014-08-25,32.222967,,USVD,United States,North America,Cfa,19.0,31.0,-4.0,28.0,,1164.0,130.0,,10670.0,1957.0,11356.23535,757.0823568,3066.174,30.0,,30.0,complete mix,Comlpete mix,Yes,,,185.0,115.625,185.0,3.49,,,,,0.051556608,6.99,3.0,0.22,,,,,,,No,0.0,886.0,4.35,,25.5,,,,,1070.0,USVD1AA,28.0,130.0,30.0,,6.99,,47.9296875,28.6953125,0.98046875,0.29296875,1.00390625,2.6640625,2.46875,0.65234375,4.83984375,4.2890625,0.99609375,2.3046875,1.86328125,0.28515625,0.19921875,0.25,0.09765625,0.01171875,0.02734375,0.078125,0.0703125
USVD1AB,USVD1,USVD,USVD,2014-08-25,32.222967,,USVD,United States,North America,Cfa,19.0,31.0,-4.0,28.0,,1164.0,130.0,,10670.0,1957.0,11356.23535,757.0823568,3066.174,30.0,,30.0,complete mix,Comlpete mix,Yes,,,185.0,115.625,185.0,3.49,,,,,0.051556608,6.99,3.0,0.22,,,,,,,No,0.0,886.0,4.49,,25.5,,,,,1071.0,USVD1AB,28.0,130.0,30.0,,6.99,,47.19921875,28.671875,0.97265625,0.3046875,1.1875,2.67578125,2.48046875,0.46875,5.98828125,4.28515625,0.9140625,2.12109375,1.6328125,0.3515625,0.203125,0.26953125,0.12890625,0.01171875,0.02734375,0.06640625,0.0390625
USVD1AC,USVD1,USVD,USVD,2014-08-25,32.222967,,USVD,United States,North America,Cfa,19.0,31.0,-4.0,28.0,,1164.0,130.0,,10670.0,1957.0,11356.23535,757.0823568,3066.174,30.0,,30.0,complete mix,Comlpete mix,Yes,,,185.0,115.625,185.0,3.49,,,,,0.051556608,6.99,3.0,0.22,,,,,,,No,0.0,886.0,4.6,,25.5,,,,,1072.0,USVD1AC,28.0,130.0,30.0,,6.99,,47.68359375,27.6875,0.875,0.328125,1.03125,2.58203125,2.15234375,0.65625,5.1484375,4.23828125,1.37890625,3.06640625,2.03515625,0.375,0.1640625,0.25,0.140625,0.0,0.0390625,0.11328125,0.0546875
