Sample ID,WWTP ID,SiteID,Site Name,Sampling Date,Latitude,Longitude,City Name,Country/Region,Continent,Climate typea,Annual average,Annual mean of daily maximum,Annual mean of daily minimum,Sampling month average,Sampling moment,Annual,Sampling month,GDP per capita (dollars),City population,Year of plant build,Designed capacity (m3/d),Actual Inf rate (m3/d),Volume of aeration tanks (m3),Plant,Aeration tank,SRT (d),General type ,Detailed type,Nitrification,Denitrification,Aerator type,BOD (mg/l) Inf,BOD (mg/l) inf/(1+recycle ratio),BOD (mg/l) Aeration tank inf,BOD (mg/l) Eff,COD (mg/l) Inf,COD (mg/l) Inf/(1+recycle ratio),COD (mg/l) Aeration tank inf,COD (mg/l) Eff,F/M (kg BOD/kg MLSS-d),NH4-N (mg/l) Inf,NH4-N (mg/l) Aeration tank inf,NH4-N (mg/l) Eff,TN (mg/l) Inf,TN (mg/l) Aeration tank inf,TN (mg/l) Eff,TP (mg/l) Inf,TP (mg/l) Aeration tank inf,TP (mg/l) Eff,Contained in Inf?,Percentage,MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature (oC),Conductivity (μS/cm),NH4-N (mg/l),NO3-N (mg/l),SVI (ml/g),Unnamed: 0,Sample ID,Sampling month average,Sampling month,SRTd,COD,NH4N,TP,Proteobacteria,Bacteroidota,Patescibacteria,Unclassified,Firmicutes,Planctomycetota,Verrucomicrobiota,Chloroflexi,Myxococcota,Others,Bdellovibrionota,Actinobacteriota,Acidobacteriota,Desulfobacterota,Dependentiae,Cyanobacteria,Spirochaetota,Nanoarchaeota,Elusimicrobiota,SAR324 clade(Marine group B),Armatimonadota
CNCS3BB,CNCS3,CNCS,Changsha,2014-07-17,28.248374,112.979938,Changsha,China,Asia,Cfa,18.33333333,31.66666667,0.0,29.22,,1402.0,117.0,25143.0,7414100.0,2008.0,200000.0,200000.0,,12.0,,,SBR,MSBR,Yes,Yes,,,,,,170.0,,,15.5,,,,,,,,,,,No,0.0,3032.0,0.12,6.69,25.6,580.0,,,,130.0,CNCS3BB,29.22,117.0,,170.0,,,38.1875,25.640625,3.1640625,2.5546875,1.453125,1.39453125,1.76171875,8.015625,2.93359375,2.01953125,0.60546875,5.4453125,4.5703125,0.3515625,0.0859375,0.11328125,0.1484375,0.0078125,0.15625,0.89453125,0.49609375
CNCS3BC,CNCS3,CNCS,Changsha,2014-07-17,28.248374,112.979938,Changsha,China,Asia,Cfa,18.33333333,31.66666667,0.0,29.22,,1402.0,117.0,25143.0,7414100.0,2008.0,200000.0,200000.0,,12.0,,,SBR,MSBR,Yes,Yes,,,,,,170.0,,,15.5,,,,,,,,,,,No,0.0,3032.0,0.26,6.8,25.5,578.0,,,,131.0,CNCS3BC,29.22,117.0,,170.0,,,36.45703125,26.4921875,3.51171875,2.9375,1.87890625,1.390625,2.33984375,6.640625,3.73828125,1.83203125,0.9140625,5.71875,3.30859375,0.61328125,0.21484375,0.109375,0.55078125,0.01171875,0.2421875,0.62109375,0.4765625
CNCS4A,CNCS4,CNCS,Changsha,2014-07-17,28.204026,113.011152,Changsha,China,Asia,Cfa,18.33333333,31.66666667,0.0,29.22,,1402.0,117.0,25143.0,7414100.0,1994.0,140000.0,150000.0,20000.0,,,,oxidation ditch,Oxidation ditch with step aeration,Yes,Yes,,,,,,200.0,,,60.0,,20.0,20.0,,22.0,22.0,,1.8,1.8,,No,0.0,3894.0,0.22,7.01,26.7,513.0,,,,132.0,CNCS4A,29.22,117.0,,200.0,20.0,1.8,30.19921875,45.02734375,1.3359375,0.77734375,2.30078125,0.546875,1.859375,3.76953125,4.75390625,0.921875,2.06640625,4.015625,0.9921875,0.3515625,0.09375,0.046875,0.18359375,0.015625,0.11328125,0.08203125,0.546875
CNCS4B,CNCS4,CNCS,Changsha,2014-07-17,28.204026,113.011152,Changsha,China,Asia,Cfa,18.33333333,31.66666667,0.0,29.22,,1402.0,117.0,25143.0,7414100.0,1994.0,140000.0,150000.0,20000.0,,,,oxidation ditch,Oxidation ditch with step aeration,Yes,Yes,,,,,,200.0,,,60.0,,20.0,20.0,,22.0,22.0,,1.8,1.8,,No,0.0,3894.0,1.76,6.88,27.1,504.0,,,,133.0,CNCS4B,29.22,117.0,,200.0,20.0,1.8,30.86328125,44.17578125,1.6015625,0.73828125,2.10546875,0.546875,2.03125,3.171875,5.71875,0.9765625,2.5078125,3.0703125,0.97265625,0.41796875,0.10546875,0.04296875,0.265625,0.0,0.09375,0.08203125,0.51171875
CNCS4C,CNCS4,CNCS,Changsha,2014-07-17,28.204026,113.011152,Changsha,China,Asia,Cfa,18.33333333,31.66666667,0.0,29.22,,1402.0,117.0,25143.0,7414100.0,1994.0,140000.0,150000.0,20000.0,,,,oxidation ditch,Oxidation ditch with step aeration,Yes,Yes,,,,,,200.0,,,60.0,,20.0,20.0,,22.0,22.0,,1.8,1.8,,No,0.0,3894.0,0.63,7.03,26.8,511.0,,,,134.0,CNCS4C,29.22,117.0,,200.0,20.0,1.8,33.94140625,40.90234375,1.7578125,0.7421875,2.109375,0.46875,2.046875,3.56640625,5.03125,0.9375,2.265625,3.71484375,1.04296875,0.421875,0.1328125,0.0234375,0.2265625,0.0,0.0703125,0.09765625,0.5
CNDL1AA,CNDL1,CNDL,Dalian,2014-07-09,38.877748,121.628641,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2001.0,10000.0,7304.0,4109.0,24.0,20.0,30.0,plug flow,Plug flow,Yes,Yes,,105.0,,,2.0,159.0,,,18.8,0.013473593,13.0,15.55,0.23,19.5,20.0,7.47,2.9,5.25,0.77,No,0.0,2165.0,1.8,7.5,20.6,3690.0,,,,135.0,CNDL1AA,24.28,170.0,30.0,159.0,13.0,2.9,56.234375,13.88671875,0.453125,0.1953125,1.875,4.8359375,1.5078125,2.3359375,1.66015625,7.85546875,0.96484375,5.75,0.421875,1.12109375,0.0546875,0.13671875,0.4921875,0.01171875,0.00390625,0.1484375,0.0546875
CNDL1AB,CNDL1,CNDL,Dalian,2014-07-09,38.877748,121.628641,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2001.0,10000.0,7304.0,4109.0,24.0,20.0,30.0,plug flow,Plug flow,Yes,Yes,,105.0,,,2.0,159.0,,,18.8,0.013473593,13.0,15.55,0.23,19.5,20.0,7.47,2.9,5.25,0.77,No,0.0,2165.0,4.18,7.5,20.6,3870.0,,,,136.0,CNDL1AB,24.28,170.0,30.0,159.0,13.0,2.9,55.78125,11.4765625,0.484375,0.1953125,2.20703125,4.78515625,1.5,2.59765625,1.37109375,7.3515625,0.90234375,8.9609375,0.578125,0.9921875,0.06640625,0.11328125,0.4375,0.01953125,0.0,0.140625,0.0390625
CNDL1AC,CNDL1,CNDL,Dalian,2014-07-09,38.877748,121.628641,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2001.0,10000.0,7304.0,4109.0,24.0,20.0,30.0,plug flow,Plug flow,Yes,Yes,,105.0,,,2.0,159.0,,,18.8,0.013473593,13.0,15.55,0.23,19.5,20.0,7.47,2.9,5.25,0.77,No,0.0,2165.0,5.8,7.5,20.6,4170.0,,,,137.0,CNDL1AC,24.28,170.0,30.0,159.0,13.0,2.9,56.37890625,10.7421875,0.38671875,0.1796875,1.71484375,4.58984375,1.4921875,2.18359375,1.69140625,8.61328125,0.83203125,9.06640625,0.4453125,0.95703125,0.05859375,0.11328125,0.4140625,0.00390625,0.0,0.1171875,0.01953125
CNDL1BA,CNDL1,CNDL,Dalian,2014-07-09,38.877748,121.628641,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2001.0,10000.0,7304.0,4109.0,24.0,20.0,30.0,plug flow,Plug flow,Yes,Yes,,105.0,,,2.0,159.0,,,18.8,0.018972091,13.0,,0.23,19.5,,7.47,2.9,,0.77,No,0.0,2165.0,0.57,6.5,21.5,3690.0,,,,138.0,CNDL1BA,24.28,170.0,30.0,159.0,13.0,2.9,58.109375,12.22265625,0.4375,0.22265625,1.77734375,3.95703125,1.41796875,2.15625,1.42578125,8.6875,0.75390625,6.5078125,0.39453125,1.125,0.05859375,0.04296875,0.43359375,0.01953125,0.0,0.1640625,0.0859375
CNDL1BB,CNDL1,CNDL,Dalian,2014-07-09,38.877748,121.628641,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2001.0,10000.0,7304.0,4109.0,24.0,20.0,30.0,plug flow,Plug flow,Yes,Yes,,105.0,,,2.0,159.0,,,18.8,0.018972091,13.0,,0.23,19.5,,7.47,2.9,,0.77,No,0.0,2165.0,2.4,6.51,20.7,3680.0,,,,139.0,CNDL1BB,24.28,170.0,30.0,159.0,13.0,2.9,56.71875,13.6640625,0.5625,0.34375,2.03125,4.2734375,1.890625,2.37109375,1.82421875,6.796875,1.10546875,5.6015625,0.45703125,1.328125,0.07421875,0.08984375,0.5390625,0.01953125,0.0,0.18359375,0.125
CNDL1BC,CNDL1,CNDL,Dalian,2014-07-09,38.877748,121.628641,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2001.0,10000.0,7304.0,4109.0,24.0,20.0,30.0,plug flow,Plug flow,Yes,Yes,,105.0,,,2.0,159.0,,,18.8,0.018972091,13.0,,0.23,19.5,,7.47,2.9,,0.77,No,0.0,2165.0,5.3,6.49,20.8,3880.0,,,,140.0,CNDL1BC,24.28,170.0,30.0,159.0,13.0,2.9,57.89453125,12.01953125,0.33984375,0.25,1.70703125,3.96484375,1.47265625,1.98046875,1.87109375,8.90234375,0.98046875,6.14453125,0.546875,1.12109375,0.04296875,0.1015625,0.4375,0.0078125,0.0,0.1484375,0.06640625
CNDL2AA,CNDL2,CNDL,Dalian,2014-07-06,38.865825,121.535915,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2006.0,60000.0,60000.0,45356.0,,,20.0,SBR,SBR,Yes,Yes,,80.0,54.16666667,,3.5,340.0,283.3333333,,23.0,,20.0,20.0,,32.5,32.5,,3.0,3.0,,Yes,0.25,4000.0,1.67,6.8,20.1,895.0,,,,141.0,CNDL2AA,24.28,170.0,20.0,340.0,20.0,3.0,50.69140625,39.87890625,0.2265625,0.1875,3.0,0.23828125,0.81640625,0.18359375,0.421875,1.1796875,0.26953125,1.51171875,0.640625,0.30078125,0.3359375,0.00390625,0.1015625,0.0,0.0,0.00390625,0.0078125
CNDL2AB,CNDL2,CNDL,Dalian,2014-07-06,38.865825,121.535915,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2006.0,60000.0,60000.0,45356.0,,,20.0,SBR,SBR,Yes,Yes,,80.0,54.16666667,,3.5,340.0,283.3333333,,23.0,,20.0,20.0,,32.5,32.5,,3.0,3.0,,Yes,0.25,4000.0,1.56,6.78,21.7,874.0,,,,142.0,CNDL2AB,24.28,170.0,20.0,340.0,20.0,3.0,49.35546875,43.80078125,0.2265625,0.01171875,1.59765625,0.17578125,0.64453125,0.15625,0.3046875,1.1953125,0.1796875,1.5859375,0.37890625,0.1015625,0.2109375,0.0078125,0.0625,0.0,0.0,0.0,0.00390625
CNDL2AC,CNDL2,CNDL,Dalian,2014-07-06,38.865825,121.535915,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2006.0,60000.0,60000.0,45356.0,,,20.0,SBR,SBR,Yes,Yes,,80.0,54.16666667,,3.5,340.0,283.3333333,,23.0,,20.0,20.0,,32.5,32.5,,3.0,3.0,,Yes,0.25,4000.0,1.51,6.66,20.7,902.0,,,,143.0,CNDL2AC,24.28,170.0,20.0,340.0,20.0,3.0,44.984375,48.47265625,0.22265625,0.05859375,1.5078125,0.19921875,0.69921875,0.1484375,0.33984375,1.015625,0.23046875,1.21875,0.44140625,0.14453125,0.2734375,0.0,0.04296875,0.0,0.0,0.0,0.0
CNDL2BA,CNDL2,CNDL,Dalian,2014-07-06,38.865825,121.535915,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2006.0,60000.0,60000.0,45356.0,,,20.0,SBR,SBR,Yes,Yes,,80.0,54.16666667,,3.5,340.0,283.3333333,,23.0,,,,,,,,,,,Yes,0.25,4000.0,1.86,7.1,24.0,838.0,,,,144.0,CNDL2BA,24.28,170.0,20.0,340.0,,,34.0703125,55.92578125,0.625,0.078125,2.14453125,0.32421875,1.2109375,0.171875,0.37109375,1.84765625,0.20703125,1.90625,0.63671875,0.16796875,0.1953125,0.02734375,0.078125,0.00390625,0.00390625,0.0,0.00390625
CNDL2BB,CNDL2,CNDL,Dalian,2014-07-06,38.865825,121.535915,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2006.0,60000.0,60000.0,45356.0,,,20.0,SBR,SBR,Yes,Yes,,80.0,54.16666667,,3.5,340.0,283.3333333,,23.0,,,,,,,,,,,Yes,0.25,4000.0,2.48,7.24,20.5,832.0,,,,145.0,CNDL2BB,24.28,170.0,20.0,340.0,,,43.3046875,48.546875,0.5,0.1484375,1.859375,0.20703125,1.04296875,0.17578125,0.3828125,1.29296875,0.203125,0.984375,0.8046875,0.16796875,0.25390625,0.03125,0.08984375,0.0,0.0,0.0,0.00390625
CNDL2BC,CNDL2,CNDL,Dalian,2014-07-06,38.865825,121.535915,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2006.0,60000.0,60000.0,45356.0,,,20.0,SBR,SBR,Yes,Yes,,80.0,54.16666667,,3.5,340.0,283.3333333,,23.0,,,,,,,,,,,Yes,0.25,4000.0,3.4,7.28,20.7,831.0,,,,146.0,CNDL2BC,24.28,170.0,20.0,340.0,,,45.1171875,45.94921875,0.69921875,0.1953125,2.0078125,0.20703125,1.04296875,0.17578125,0.42578125,1.49609375,0.1640625,1.0703125,0.8203125,0.24609375,0.21875,0.046875,0.109375,0.0078125,0.0,0.0,0.0
CNHB3A,CNHB3,CNHB,Haerbin,2014-07-09,45.816232,126.71125,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2003.0,162500.0,160000.0,69638.0,,,,plug flow,Plug flow,Yes,Yes,,220.0,125.7142857,,,350.0,200.0,,,0.050587585,,,,,,,,,,No,0.0,9992.0,0.05,6.96,20.1,807.0,,,,147.0,CNHB3A,23.11,163.0,,350.0,,,25.390625,38.2734375,2.31640625,0.41015625,3.07421875,2.14453125,1.8671875,5.5703125,4.35546875,3.05859375,0.96484375,6.421875,4.75390625,0.33203125,0.0859375,0.05859375,0.171875,0.00390625,0.21484375,0.2734375,0.2578125
CNHB3B,CNHB3,CNHB,Haerbin,2014-07-09,45.816232,126.71125,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2003.0,162500.0,160000.0,69638.0,,,,plug flow,Plug flow,Yes,Yes,,220.0,125.7142857,,,350.0,200.0,,,0.050587585,,,,,,,,,,No,0.0,9992.0,0.29,6.96,20.6,716.0,,,,148.0,CNHB3B,23.11,163.0,,350.0,,,26.09375,38.7890625,2.328125,0.421875,2.9921875,1.94921875,1.84765625,5.31640625,3.90625,2.97265625,0.9296875,6.15625,4.83984375,0.25390625,0.08984375,0.08203125,0.171875,0.00390625,0.1875,0.40234375,0.265625
CNHB3C,CNHB3,CNHB,Haerbin,2014-07-09,45.816232,126.71125,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2003.0,162500.0,160000.0,69638.0,,,,plug flow,Plug flow,Yes,Yes,,220.0,125.7142857,,,350.0,200.0,,,0.050587585,,,,,,,,,,No,0.0,9992.0,0.15,6.96,21.1,654.0,,,,149.0,CNHB3C,23.11,163.0,,350.0,,,30.86328125,37.80078125,1.7734375,0.37109375,2.09375,1.79296875,1.453125,4.16796875,4.83203125,3.5234375,1.10546875,4.5625,4.28125,0.3046875,0.08984375,0.109375,0.2109375,0.0078125,0.109375,0.37109375,0.17578125
CNHB4A,CNHB3,CNHB,Haerbin,2014-07-09,45.816232,126.71125,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2003.0,162500.0,160000.0,69638.0,,,,plug flow,Plug flow,Yes,Yes,,220.0,125.7142857,,,350.0,200.0,,,0.050587585,,,,,,,,,,No,0.0,9992.0,0.05,6.96,20.1,807.0,,,,150.0,CNHB4A,23.11,163.0,,350.0,,,24.08203125,39.3046875,2.1015625,0.37109375,3.578125,1.859375,1.671875,5.69921875,4.24609375,3.5546875,0.8828125,6.5390625,4.7890625,0.27734375,0.08203125,0.078125,0.14453125,0.0078125,0.16015625,0.33203125,0.23828125
CNHB4B,CNHB3,CNHB,Haerbin,2014-07-09,45.816232,126.71125,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2003.0,162500.0,160000.0,69638.0,,,,plug flow,Plug flow,Yes,Yes,,220.0,125.7142857,,,350.0,200.0,,,0.050587585,,,,,,,,,,No,0.0,9992.0,0.29,6.96,20.6,716.0,,,,151.0,CNHB4B,23.11,163.0,,350.0,,,26.53125,35.30078125,2.33984375,0.3984375,2.875,2.46875,1.87890625,5.5234375,4.984375,3.9375,1.1796875,6.6171875,4.45703125,0.35546875,0.0859375,0.15625,0.21875,0.01171875,0.1484375,0.32421875,0.20703125
CNHB4C,CNHB3,CNHB,Haerbin,2014-07-09,45.816232,126.71125,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2003.0,162500.0,160000.0,69638.0,,,,plug flow,Plug flow,Yes,Yes,,220.0,125.7142857,,,350.0,200.0,,,0.050587585,,,,,,,,,,No,0.0,9992.0,0.15,6.96,21.1,654.0,,,,152.0,CNHB4C,23.11,163.0,,350.0,,,24.7421875,39.3515625,2.09765625,0.40234375,3.2734375,2.02734375,1.8359375,5.2421875,4.75390625,2.84765625,1.0234375,6.19140625,4.60546875,0.35546875,0.05859375,0.08984375,0.18359375,0.01953125,0.1484375,0.47265625,0.27734375
CNHB5A,CNHB4,CNHB,Haerbin,2014-07-09,45.815328,126.715107,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2005.0,325000.0,,546729.0,,,,plug flow,Plug flow,,,,220.0,,,,420.0,,,75.0,,,,,,,,,,,Yes,,9796.0,0.72,6.86,19.8,691.0,,,,153.0,CNHB5A,23.11,163.0,,420.0,,,26.41015625,37.40234375,2.28515625,0.33203125,2.12890625,2.14453125,1.640625,6.0546875,5.55859375,3.54296875,1.0390625,6.05078125,4.015625,0.328125,0.07421875,0.078125,0.1953125,0.01171875,0.19921875,0.3359375,0.171875
CNHB5B,CNHB4,CNHB,Haerbin,2014-07-09,45.815328,126.715107,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2005.0,325000.0,,546729.0,,,,plug flow,Plug flow,,,,220.0,,,,420.0,,,75.0,,,,,,,,,,,Yes,,9796.0,5.18,6.86,20.9,623.0,,,,154.0,CNHB5B,23.11,163.0,,420.0,,,25.75,39.98046875,2.1796875,0.296875,1.82421875,2.13671875,1.59765625,4.71484375,5.68359375,4.0625,1.13671875,4.76953125,4.30859375,0.3671875,0.08984375,0.12109375,0.21484375,0.01171875,0.21484375,0.3125,0.2265625
CNHB5C,CNHB4,CNHB,Haerbin,2014-07-09,45.815328,126.715107,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2005.0,325000.0,,546729.0,,,,plug flow,Plug flow,,,,220.0,,,,420.0,,,75.0,,,,,,,,,,,Yes,,9796.0,1.4,6.86,21.2,627.0,,,,155.0,CNHB5C,23.11,163.0,,420.0,,,26.45703125,37.95703125,2.34765625,0.42578125,1.84375,2.03515625,1.59765625,5.3515625,5.90234375,3.58203125,1.1953125,4.48046875,5.1640625,0.33984375,0.0546875,0.1015625,0.23828125,0.01171875,0.25390625,0.3984375,0.26171875
CNHB6A,CNHB4,CNHB,Haerbin,2014-07-09,45.815328,126.715107,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2005.0,325000.0,,546729.0,,,,plug flow,Plug flow,,,,220.0,,,,420.0,,,75.0,,,,,,,,,,,Yes,,9796.0,0.6,6.8,19.4,762.0,,,,156.0,CNHB6A,23.11,163.0,,420.0,,,25.09765625,40.3046875,2.58203125,0.4453125,3.1171875,2.05078125,1.65234375,4.62890625,4.33984375,3.19140625,1.171875,4.87890625,4.90234375,0.26171875,0.0859375,0.08203125,0.13671875,0.015625,0.140625,0.453125,0.4609375
CNHB6B,CNHB4,CNHB,Haerbin,2014-07-09,45.815328,126.715107,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2005.0,325000.0,,546729.0,,,,plug flow,Plug flow,,,,220.0,,,,420.0,,,75.0,,,,,,,,,,,Yes,,9796.0,0.4,6.8,19.8,669.0,,,,157.0,CNHB6B,23.11,163.0,,420.0,,,27.1328125,40.3125,2.66796875,0.4296875,2.34375,1.88671875,1.64453125,4.49609375,4.9453125,3.14453125,1.15234375,3.21484375,4.88671875,0.30078125,0.1015625,0.12109375,0.24609375,0.01171875,0.15234375,0.39453125,0.4140625
CNHB6C,CNHB4,CNHB,Haerbin,2014-07-09,45.815328,126.715107,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2005.0,325000.0,,546729.0,,,,plug flow,Plug flow,,,,220.0,,,,420.0,,,75.0,,,,,,,,,,,Yes,,9796.0,4.04,6.8,20.4,644.0,,,,158.0,CNHB6C,23.11,163.0,,420.0,,,33.46875,33.890625,1.78125,0.3828125,2.3125,1.7109375,1.4609375,4.7109375,4.40625,3.60546875,1.00390625,5.31640625,4.41796875,0.37109375,0.09765625,0.08984375,0.234375,0.00390625,0.1640625,0.3359375,0.234375
CNHB7A,CNHB5,CNHB,Haerbin,2014-07-09,45.757873,126.754415,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2008.0,70000.0,,,25.0,16.0,,plug flow,Plug flow,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,0.0,5854.0,0.71,7.27,23.0,935.0,,,,159.0,CNHB7A,23.11,163.0,,,,,28.93359375,22.70703125,2.953125,1.49609375,3.95703125,5.0546875,4.79296875,6.7734375,3.1640625,7.45703125,1.49609375,4.3359375,3.6640625,0.62109375,0.18359375,0.328125,0.23828125,0.2265625,0.453125,0.65234375,0.51171875
CNHB7B,CNHB5,CNHB,Haerbin,2014-07-09,45.757873,126.754415,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2008.0,70000.0,,,25.0,16.0,,plug flow,Plug flow,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,0.0,5854.0,6.54,7.27,23.1,925.0,,,,160.0,CNHB7B,23.11,163.0,,,,,28.16796875,24.97265625,2.6640625,1.30078125,3.20703125,4.53125,4.01953125,6.64453125,2.16015625,8.01953125,0.9296875,6.08984375,4.796875,0.4140625,0.12890625,0.08203125,0.10546875,0.12890625,0.3359375,0.625,0.67578125
CNHB7C,CNHB5,CNHB,Haerbin,2014-07-09,45.757873,126.754415,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2008.0,70000.0,,,25.0,16.0,,plug flow,Plug flow,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,0.0,5854.0,4.31,7.27,23.1,977.0,,,,161.0,CNHB7C,23.11,163.0,,,,,31.65234375,20.453125,2.39453125,1.3125,2.25390625,4.28125,3.3203125,7.30078125,2.41796875,7.671875,0.859375,7.78125,5.8984375,0.61328125,0.2109375,0.046875,0.08203125,0.15234375,0.109375,0.60546875,0.58203125
CNJN1A,CNJN1,CNJN,Jinan,2014-07-09,36.704715,117.035247,Jinan,China,Asia,Dwa,4.444444444,25.0,-6.666666667,27.22,,613.0,187.0,19488.0,7020100.0,2009.0,300000.0,269300.0,89813.0,12.8,4.8,13.0,plug flow,Plug flow,Yes,Yes,,112.9,64.51428571,,2.62,340.0,194.2857143,,17.8,0.087338821,36.0,,1.5,45.0,,6.0,8.0,,0.5,Yes,0.1,3876.0,1.0,6.9,28.0,1457.0,,,,162.0,CNJN1A,27.22,187.0,13.0,340.0,36.0,8.0,33.43359375,47.7265625,2.04296875,0.13671875,1.3359375,0.390625,2.09765625,1.640625,0.71484375,4.9375,0.74609375,0.515625,0.92578125,1.66015625,0.3984375,0.015625,0.67578125,0.5078125,0.05859375,0.0390625,0.0
CNJN1B,CNJN1,CNJN,Jinan,2014-07-09,36.704715,117.035247,Jinan,China,Asia,Dwa,4.444444444,25.0,-6.666666667,27.22,,613.0,187.0,19488.0,7020100.0,2009.0,300000.0,269300.0,89813.0,12.8,4.8,13.0,plug flow,Plug flow,Yes,Yes,,112.9,64.51428571,,2.62,340.0,194.2857143,,17.8,0.087338821,36.0,,1.5,45.0,,6.0,8.0,,0.5,Yes,0.1,3876.0,3.17,7.15,26.4,1448.0,,,,163.0,CNJN1B,27.22,187.0,13.0,340.0,36.0,8.0,34.1015625,49.26953125,1.54296875,0.09765625,1.29296875,0.41796875,1.8828125,1.7890625,0.5625,3.3359375,0.58984375,0.62890625,1.1015625,1.9453125,0.328125,0.0078125,0.578125,0.41796875,0.046875,0.046875,0.015625
CNJN1C,CNJN1,CNJN,Jinan,2014-07-09,36.704715,117.035247,Jinan,China,Asia,Dwa,4.444444444,25.0,-6.666666667,27.22,,613.0,187.0,19488.0,7020100.0,2009.0,300000.0,269300.0,89813.0,12.8,4.8,13.0,plug flow,Plug flow,Yes,Yes,,112.9,64.51428571,,2.62,340.0,194.2857143,,17.8,0.087338821,36.0,,1.5,45.0,,6.0,8.0,,0.5,Yes,0.1,3876.0,1.9,7.02,28.2,1406.0,,,,164.0,CNJN1C,27.22,187.0,13.0,340.0,36.0,8.0,37.1640625,46.0078125,1.5703125,0.0703125,1.12890625,0.375,2.39453125,1.53515625,0.69921875,3.25390625,0.6015625,0.79296875,1.078125,1.953125,0.2421875,0.01953125,0.5703125,0.421875,0.0390625,0.07421875,0.0078125
CNJN2A,CNJN2,CNJN,Jinan,2014-07-09,36.694975,116.947476,Jinan,China,Asia,Dwa,4.444444444,25.0,-6.666666667,27.22,,613.0,187.0,19488.0,7020100.0,2009.0,200000.0,185000.0,79857.0,14.6,9.6,12.0,plug flow,Plug flow,Yes,Yes,,135.0,67.5,,4.0,400.0,200.0,,35.0,0.089715013,45.0,,3.5,45.0,,13.0,7.0,,0.45,No,0.0,3486.0,1.5,6.78,25.8,1467.0,,,,165.0,CNJN2A,27.22,187.0,12.0,400.0,45.0,7.0,21.10546875,48.9453125,1.8125,5.50390625,2.1015625,1.7734375,0.7578125,5.5,2.03125,3.3125,0.97265625,2.67578125,1.9921875,0.2734375,0.04296875,0.09765625,0.21484375,0.01171875,0.02734375,0.359375,0.48828125
